,US
2018-03-24,14012.7
2018-03-25,14012.7
2018-03-26,14012.7
2018-03-27,14012.7
2018-03-28,14012.7
2018-03-29,14012.7
2018-03-30,14012.7
2018-03-31,14012.7
2018-04-01,14035.9
2018-04-02,14035.9
2018-04-03,14035.9
2018-04-04,14035.9
2018-04-05,14035.9
2018-04-06,14035.9
2018-04-07,14035.9
2018-04-08,14035.9
2018-04-09,14035.9
2018-04-10,14035.9
2018-04-11,14035.9
2018-04-12,14035.9
2018-04-13,14035.9
2018-04-14,14035.9
2018-04-15,14035.9
2018-04-16,14035.9
2018-04-17,14035.9
2018-04-18,14035.9
2018-04-19,14035.9
2018-04-20,14035.9
2018-04-21,14035.9
2018-04-22,14035.9
2018-04-23,14035.9
2018-04-24,14035.9
2018-04-25,14035.9
2018-04-26,14035.9
2018-04-27,14035.9
2018-04-28,14035.9
2018-04-29,14035.9
2018-04-30,14035.9
2018-05-01,14092.4
2018-05-02,14092.4
2018-05-03,14092.4
2018-05-04,14092.4
2018-05-05,14092.4
2018-05-06,14092.4
2018-05-07,14092.4
2018-05-08,14092.4
2018-05-09,14092.4
2018-05-10,14092.4
2018-05-11,14092.4
2018-05-12,14092.4
2018-05-13,14092.4
2018-05-14,14092.4
2018-05-15,14092.4
2018-05-16,14092.4
2018-05-17,14092.4
2018-05-18,14092.4
2018-05-19,14092.4
2018-05-20,14092.4
2018-05-21,14092.4
2018-05-22,14092.4
2018-05-23,14092.4
2018-05-24,14092.4
2018-05-25,14092.4
2018-05-26,14092.4
2018-05-27,14092.4
2018-05-28,14092.4
2018-05-29,14092.4
2018-05-30,14092.4
2018-05-31,14092.4
2018-06-01,14137.2
2018-06-02,14137.2
2018-06-03,14137.2
2018-06-04,14137.2
2018-06-05,14137.2
2018-06-06,14137.2
2018-06-07,14137.2
2018-06-08,14137.2
2018-06-09,14137.2
2018-06-10,14137.2
2018-06-11,14137.2
2018-06-12,14137.2
2018-06-13,14137.2
2018-06-14,14137.2
2018-06-15,14137.2
2018-06-16,14137.2
2018-06-17,14137.2
2018-06-18,14137.2
2018-06-19,14137.2
2018-06-20,14137.2
2018-06-21,14137.2
2018-06-22,14137.2
2018-06-23,14137.2
2018-06-24,14137.2
2018-06-25,14137.2
2018-06-26,14137.2
2018-06-27,14137.2
2018-06-28,14137.2
2018-06-29,14137.2
2018-06-30,14137.2
2018-07-01,14174.6
2018-07-02,14174.6
2018-07-03,14174.6
2018-07-04,14174.6
2018-07-05,14174.6
2018-07-06,14174.6
2018-07-07,14174.6
2018-07-08,14174.6
2018-07-09,14174.6
2018-07-10,14174.6
2018-07-11,14174.6
2018-07-12,14174.6
2018-07-13,14174.6
2018-07-14,14174.6
2018-07-15,14174.6
2018-07-16,14174.6
2018-07-17,14174.6
2018-07-18,14174.6
2018-07-19,14174.6
2018-07-20,14174.6
2018-07-21,14174.6
2018-07-22,14174.6
2018-07-23,14174.6
2018-07-24,14174.6
2018-07-25,14174.6
2018-07-26,14174.6
2018-07-27,14174.6
2018-07-28,14174.6
2018-07-29,14174.6
2018-07-30,14174.6
2018-07-31,14174.6
2018-08-01,14223.2
2018-08-02,14223.2
2018-08-03,14223.2
2018-08-04,14223.2
2018-08-05,14223.2
2018-08-06,14223.2
2018-08-07,14223.2
2018-08-08,14223.2
2018-08-09,14223.2
2018-08-10,14223.2
2018-08-11,14223.2
2018-08-12,14223.2
2018-08-13,14223.2
2018-08-14,14223.2
2018-08-15,14223.2
2018-08-16,14223.2
2018-08-17,14223.2
2018-08-18,14223.2
2018-08-19,14223.2
2018-08-20,14223.2
2018-08-21,14223.2
2018-08-22,14223.2
2018-08-23,14223.2
2018-08-24,14223.2
2018-08-25,14223.2
2018-08-26,14223.2
2018-08-27,14223.2
2018-08-28,14223.2
2018-08-29,14223.2
2018-08-30,14223.2
2018-08-31,14223.2
2018-09-01,14245.5
2018-09-02,14245.5
2018-09-03,14245.5
2018-09-04,14245.5
2018-09-05,14245.5
2018-09-06,14245.5
2018-09-07,14245.5
2018-09-08,14245.5
2018-09-09,14245.5
2018-09-10,14245.5
2018-09-11,14245.5
2018-09-12,14245.5
2018-09-13,14245.5
2018-09-14,14245.5
2018-09-15,14245.5
2018-09-16,14245.5
2018-09-17,14245.5
2018-09-18,14245.5
2018-09-19,14245.5
2018-09-20,14245.5
2018-09-21,14245.5
2018-09-22,14245.5
2018-09-23,14245.5
2018-09-24,14245.5
2018-09-25,14245.5
2018-09-26,14245.5
2018-09-27,14245.5
2018-09-28,14245.5
2018-09-29,14245.5
2018-09-30,14245.5
2018-10-01,14256.6
2018-10-02,14256.6
2018-10-03,14256.6
2018-10-04,14256.6
2018-10-05,14256.6
2018-10-06,14256.6
2018-10-07,14256.6
2018-10-08,14256.6
2018-10-09,14256.6
2018-10-10,14256.6
2018-10-11,14256.6
2018-10-12,14256.6
2018-10-13,14256.6
2018-10-14,14256.6
2018-10-15,14256.6
2018-10-16,14256.6
2018-10-17,14256.6
2018-10-18,14256.6
2018-10-19,14256.6
2018-10-20,14256.6
2018-10-21,14256.6
2018-10-22,14256.6
2018-10-23,14256.6
2018-10-24,14256.6
2018-10-25,14256.6
2018-10-26,14256.6
2018-10-27,14256.6
2018-10-28,14256.6
2018-10-29,14256.6
2018-10-30,14256.6
2018-10-31,14256.6
2018-11-01,14282.8
2018-11-02,14282.8
2018-11-03,14282.8
2018-11-04,14282.8
2018-11-05,14282.8
2018-11-06,14282.8
2018-11-07,14282.8
2018-11-08,14282.8
2018-11-09,14282.8
2018-11-10,14282.8
2018-11-11,14282.8
2018-11-12,14282.8
2018-11-13,14282.8
2018-11-14,14282.8
2018-11-15,14282.8
2018-11-16,14282.8
2018-11-17,14282.8
2018-11-18,14282.8
2018-11-19,14282.8
2018-11-20,14282.8
2018-11-21,14282.8
2018-11-22,14282.8
2018-11-23,14282.8
2018-11-24,14282.8
2018-11-25,14282.8
2018-11-26,14282.8
2018-11-27,14282.8
2018-11-28,14282.8
2018-11-29,14282.8
2018-11-30,14282.8
2018-12-01,14386.8
2018-12-02,14386.8
2018-12-03,14386.8
2018-12-04,14386.8
2018-12-05,14386.8
2018-12-06,14386.8
2018-12-07,14386.8
2018-12-08,14386.8
2018-12-09,14386.8
2018-12-10,14386.8
2018-12-11,14386.8
2018-12-12,14386.8
2018-12-13,14386.8
2018-12-14,14386.8
2018-12-15,14386.8
2018-12-16,14386.8
2018-12-17,14386.8
2018-12-18,14386.8
2018-12-19,14386.8
2018-12-20,14386.8
2018-12-21,14386.8
2018-12-22,14386.8
2018-12-23,14386.8
2018-12-24,14386.8
2018-12-25,14386.8
2018-12-26,14386.8
2018-12-27,14386.8
2018-12-28,14386.8
2018-12-29,14386.8
2018-12-30,14386.8
2018-12-31,14386.8
2019-01-01,14459.7
2019-01-02,14459.7
2019-01-03,14459.7
2019-01-04,14459.7
2019-01-05,14459.7
2019-01-06,14459.7
2019-01-07,14459.7
2019-01-08,14459.7
2019-01-09,14459.7
2019-01-10,14459.7
2019-01-11,14459.7
2019-01-12,14459.7
2019-01-13,14459.7
2019-01-14,14459.7
2019-01-15,14459.7
2019-01-16,14459.7
2019-01-17,14459.7
2019-01-18,14459.7
2019-01-19,14459.7
2019-01-20,14459.7
2019-01-21,14459.7
2019-01-22,14459.7
2019-01-23,14459.7
2019-01-24,14459.7
2019-01-25,14459.7
2019-01-26,14459.7
2019-01-27,14459.7
2019-01-28,14459.7
2019-01-29,14459.7
2019-01-30,14459.7
2019-01-31,14459.7
2019-02-01,14506.3
2019-02-02,14506.3
2019-02-03,14506.3
2019-02-04,14506.3
2019-02-05,14506.3
2019-02-06,14506.3
2019-02-07,14506.3
2019-02-08,14506.3
2019-02-09,14506.3
2019-02-10,14506.3
2019-02-11,14506.3
2019-02-12,14506.3
2019-02-13,14506.3
2019-02-14,14506.3
2019-02-15,14506.3
2019-02-16,14506.3
2019-02-17,14506.3
2019-02-18,14506.3
2019-02-19,14506.3
2019-02-20,14506.3
2019-02-21,14506.3
2019-02-22,14506.3
2019-02-23,14506.3
2019-02-24,14506.3
2019-02-25,14506.3
2019-02-26,14506.3
2019-02-27,14506.3
2019-02-28,14506.3
2019-03-01,14557.5
2019-03-02,14557.5
2019-03-03,14557.5
2019-03-04,14557.5
2019-03-05,14557.5
2019-03-06,14557.5
2019-03-07,14557.5
2019-03-08,14557.5
2019-03-09,14557.5
2019-03-10,14557.5
2019-03-11,14557.5
2019-03-12,14557.5
2019-03-13,14557.5
2019-03-14,14557.5
2019-03-15,14557.5
2019-03-16,14557.5
2019-03-17,14557.5
2019-03-18,14557.5
2019-03-19,14557.5
2019-03-20,14557.5
2019-03-21,14557.5
2019-03-22,14557.5
2019-03-23,14557.5
2019-03-24,14557.5
2019-03-25,14557.5
2019-03-26,14557.5
2019-03-27,14557.5
2019-03-28,14557.5
2019-03-29,14557.5
2019-03-30,14557.5
2019-03-31,14557.5
2019-04-01,14594.7
2019-04-02,14594.7
2019-04-03,14594.7
2019-04-04,14594.7
2019-04-05,14594.7
2019-04-06,14594.7
2019-04-07,14594.7
2019-04-08,14594.7
2019-04-09,14594.7
2019-04-10,14594.7
2019-04-11,14594.7
2019-04-12,14594.7
2019-04-13,14594.7
2019-04-14,14594.7
2019-04-15,14594.7
2019-04-16,14594.7
2019-04-17,14594.7
2019-04-18,14594.7
2019-04-19,14594.7
2019-04-20,14594.7
2019-04-21,14594.7
2019-04-22,14594.7
2019-04-23,14594.7
2019-04-24,14594.7
2019-04-25,14594.7
2019-04-26,14594.7
2019-04-27,14594.7
2019-04-28,14594.7
2019-04-29,14594.7
2019-04-30,14594.7
2019-05-01,14704.4
2019-05-02,14704.4
2019-05-03,14704.4
2019-05-04,14704.4
2019-05-05,14704.4
2019-05-06,14704.4
2019-05-07,14704.4
2019-05-08,14704.4
2019-05-09,14704.4
2019-05-10,14704.4
2019-05-11,14704.4
2019-05-12,14704.4
2019-05-13,14704.4
2019-05-14,14704.4
2019-05-15,14704.4
2019-05-16,14704.4
2019-05-17,14704.4
2019-05-18,14704.4
2019-05-19,14704.4
2019-05-20,14704.4
2019-05-21,14704.4
2019-05-22,14704.4
2019-05-23,14704.4
2019-05-24,14704.4
2019-05-25,14704.4
2019-05-26,14704.4
2019-05-27,14704.4
2019-05-28,14704.4
2019-05-29,14704.4
2019-05-30,14704.4
2019-05-31,14704.4
2019-06-01,14802.8
2019-06-02,14802.8
2019-06-03,14802.8
2019-06-04,14802.8
2019-06-05,14802.8
2019-06-06,14802.8
2019-06-07,14802.8
2019-06-08,14802.8
2019-06-09,14802.8
2019-06-10,14802.8
2019-06-11,14802.8
2019-06-12,14802.8
2019-06-13,14802.8
2019-06-14,14802.8
2019-06-15,14802.8
2019-06-16,14802.8
2019-06-17,14802.8
2019-06-18,14802.8
2019-06-19,14802.8
2019-06-20,14802.8
2019-06-21,14802.8
2019-06-22,14802.8
2019-06-23,14802.8
2019-06-24,14802.8
2019-06-25,14802.8
2019-06-26,14802.8
2019-06-27,14802.8
2019-06-28,14802.8
2019-06-29,14802.8
2019-06-30,14802.8
2019-07-01,14886.8
2019-07-02,14886.8
2019-07-03,14886.8
2019-07-04,14886.8
2019-07-05,14886.8
2019-07-06,14886.8
2019-07-07,14886.8
2019-07-08,14886.8
2019-07-09,14886.8
2019-07-10,14886.8
2019-07-11,14886.8
2019-07-12,14886.8
2019-07-13,14886.8
2019-07-14,14886.8
2019-07-15,14886.8
2019-07-16,14886.8
2019-07-17,14886.8
2019-07-18,14886.8
2019-07-19,14886.8
2019-07-20,14886.8
2019-07-21,14886.8
2019-07-22,14886.8
2019-07-23,14886.8
2019-07-24,14886.8
2019-07-25,14886.8
2019-07-26,14886.8
2019-07-27,14886.8
2019-07-28,14886.8
2019-07-29,14886.8
2019-07-30,14886.8
2019-07-31,14886.8
2019-08-01,14974.4
2019-08-02,14974.4
2019-08-03,14974.4
2019-08-04,14974.4
2019-08-05,14974.4
2019-08-06,14974.4
2019-08-07,14974.4
2019-08-08,14974.4
2019-08-09,14974.4
2019-08-10,14974.4
2019-08-11,14974.4
2019-08-12,14974.4
2019-08-13,14974.4
2019-08-14,14974.4
2019-08-15,14974.4
2019-08-16,14974.4
2019-08-17,14974.4
2019-08-18,14974.4
2019-08-19,14974.4
2019-08-20,14974.4
2019-08-21,14974.4
2019-08-22,14974.4
2019-08-23,14974.4
2019-08-24,14974.4
2019-08-25,14974.4
2019-08-26,14974.4
2019-08-27,14974.4
2019-08-28,14974.4
2019-08-29,14974.4
2019-08-30,14974.4
2019-08-31,14974.4
2019-09-01,15047.0
2019-09-02,15047.0
2019-09-03,15047.0
2019-09-04,15047.0
2019-09-05,15047.0
2019-09-06,15047.0
2019-09-07,15047.0
2019-09-08,15047.0
2019-09-09,15047.0
2019-09-10,15047.0
2019-09-11,15047.0
2019-09-12,15047.0
2019-09-13,15047.0
2019-09-14,15047.0
2019-09-15,15047.0
2019-09-16,15047.0
2019-09-17,15047.0
2019-09-18,15047.0
2019-09-19,15047.0
2019-09-20,15047.0
2019-09-21,15047.0
2019-09-22,15047.0
2019-09-23,15047.0
2019-09-24,15047.0
2019-09-25,15047.0
2019-09-26,15047.0
2019-09-27,15047.0
2019-09-28,15047.0
2019-09-29,15047.0
2019-09-30,15047.0
2019-10-01,15184.1
2019-10-02,15184.1
2019-10-03,15184.1
2019-10-04,15184.1
2019-10-05,15184.1
2019-10-06,15184.1
2019-10-07,15184.1
2019-10-08,15184.1
2019-10-09,15184.1
2019-10-10,15184.1
2019-10-11,15184.1
2019-10-12,15184.1
2019-10-13,15184.1
2019-10-14,15184.1
2019-10-15,15184.1
2019-10-16,15184.1
2019-10-17,15184.1
2019-10-18,15184.1
2019-10-19,15184.1
2019-10-20,15184.1
2019-10-21,15184.1
2019-10-22,15184.1
2019-10-23,15184.1
2019-10-24,15184.1
2019-10-25,15184.1
2019-10-26,15184.1
2019-10-27,15184.1
2019-10-28,15184.1
2019-10-29,15184.1
2019-10-30,15184.1
2019-10-31,15184.1
2019-11-01,15296.0
2019-11-02,15296.0
2019-11-03,15296.0
2019-11-04,15296.0
2019-11-05,15296.0
2019-11-06,15296.0
2019-11-07,15296.0
2019-11-08,15296.0
2019-11-09,15296.0
2019-11-10,15296.0
2019-11-11,15296.0
2019-11-12,15296.0
2019-11-13,15296.0
2019-11-14,15296.0
2019-11-15,15296.0
2019-11-16,15296.0
2019-11-17,15296.0
2019-11-18,15296.0
2019-11-19,15296.0
2019-11-20,15296.0
2019-11-21,15296.0
2019-11-22,15296.0
2019-11-23,15296.0
2019-11-24,15296.0
2019-11-25,15296.0
2019-11-26,15296.0
2019-11-27,15296.0
2019-11-28,15296.0
2019-11-29,15296.0
2019-11-30,15296.0
2019-12-01,15347.5
2019-12-02,15347.5
2019-12-03,15347.5
2019-12-04,15347.5
2019-12-05,15347.5
2019-12-06,15347.5
2019-12-07,15347.5
2019-12-08,15347.5
2019-12-09,15347.5
2019-12-10,15347.5
2019-12-11,15347.5
2019-12-12,15347.5
2019-12-13,15347.5
2019-12-14,15347.5
2019-12-15,15347.5
2019-12-16,15347.5
2019-12-17,15347.5
2019-12-18,15347.5
2019-12-19,15347.5
2019-12-20,15347.5
2019-12-21,15347.5
2019-12-22,15347.5
2019-12-23,15347.5
2019-12-24,15347.5
2019-12-25,15347.5
2019-12-26,15347.5
2019-12-27,15347.5
2019-12-28,15347.5
2019-12-29,15347.5
2019-12-30,15347.5
2019-12-31,15347.5
2020-01-01,15427.1
2020-01-02,15427.1
2020-01-03,15427.1
2020-01-04,15427.1
2020-01-05,15427.1
2020-01-06,15427.1
2020-01-07,15427.1
2020-01-08,15427.1
2020-01-09,15427.1
2020-01-10,15427.1
2020-01-11,15427.1
2020-01-12,15427.1
2020-01-13,15427.1
2020-01-14,15427.1
2020-01-15,15427.1
2020-01-16,15427.1
2020-01-17,15427.1
2020-01-18,15427.1
2020-01-19,15427.1
2020-01-20,15427.1
2020-01-21,15427.1
2020-01-22,15427.1
2020-01-23,15427.1
2020-01-24,15427.1
2020-01-25,15427.1
2020-01-26,15427.1
2020-01-27,15427.1
2020-01-28,15427.1
2020-01-29,15427.1
2020-01-30,15427.1
2020-01-31,15427.1
2020-02-01,15493.4
2020-02-02,15493.4
2020-02-03,15493.4
2020-02-04,15493.4
2020-02-05,15493.4
2020-02-06,15493.4
2020-02-07,15493.4
2020-02-08,15493.4
2020-02-09,15493.4
2020-02-10,15493.4
2020-02-11,15493.4
2020-02-12,15493.4
2020-02-13,15493.4
2020-02-14,15493.4
2020-02-15,15493.4
2020-02-16,15493.4
2020-02-17,15493.4
2020-02-18,15493.4
2020-02-19,15493.4
2020-02-20,15493.4
2020-02-21,15493.4
2020-02-22,15493.4
2020-02-23,15493.4
2020-02-24,15493.4
2020-02-25,15493.4
2020-02-26,15493.4
2020-02-27,15493.4
2020-02-28,15493.4
2020-02-29,15493.4
2020-03-01,16033.0
2020-03-02,16033.0
2020-03-03,16033.0
2020-03-04,16033.0
2020-03-05,16033.0
2020-03-06,16033.0
2020-03-07,16033.0
2020-03-08,16033.0
2020-03-09,16033.0
2020-03-10,16033.0
2020-03-11,16033.0
2020-03-12,16033.0
2020-03-13,16033.0
2020-03-14,16033.0
2020-03-15,16033.0
2020-03-16,16033.0
2020-03-17,16033.0
2020-03-18,16033.0
2020-03-19,16033.0
2020-03-20,16033.0
2020-03-21,16033.0
2020-03-22,16033.0
2020-03-23,16033.0
2020-03-24,16033.0
2020-03-25,16033.0
2020-03-26,16033.0
2020-03-27,16033.0
2020-03-28,16033.0
2020-03-29,16033.0
2020-03-30,16033.0
2020-03-31,16033.0
2020-04-01,17065.3
2020-04-02,17065.3
2020-04-03,17065.3
2020-04-04,17065.3
2020-04-05,17065.3
2020-04-06,17065.3
2020-04-07,17065.3
2020-04-08,17065.3
2020-04-09,17065.3
2020-04-10,17065.3
2020-04-11,17065.3
2020-04-12,17065.3
2020-04-13,17065.3
2020-04-14,17065.3
2020-04-15,17065.3
2020-04-16,17065.3
2020-04-17,17065.3
2020-04-18,17065.3
2020-04-19,17065.3
2020-04-20,17065.3
2020-04-21,17065.3
2020-04-22,17065.3
2020-04-23,17065.3
2020-04-24,17065.3
2020-04-25,17065.3
2020-04-26,17065.3
2020-04-27,17065.3
2020-04-28,17065.3
2020-04-29,17065.3
2020-04-30,17065.3
2020-05-01,17932.9
2020-05-02,17932.9
2020-05-03,17932.9
2020-05-04,17932.9
2020-05-05,17932.9
2020-05-06,17932.9
2020-05-07,17932.9
2020-05-08,17932.9
2020-05-09,17932.9
2020-05-10,17932.9
2020-05-11,17932.9
2020-05-12,17932.9
2020-05-13,17932.9
2020-05-14,17932.9
2020-05-15,17932.9
2020-05-16,17932.9
2020-05-17,17932.9
2020-05-18,17932.9
2020-05-19,17932.9
2020-05-20,17932.9
2020-05-21,17932.9
2020-05-22,17932.9
2020-05-23,17932.9
2020-05-24,17932.9
2020-05-25,17932.9
2020-05-26,17932.9
2020-05-27,17932.9
2020-05-28,17932.9
2020-05-29,17932.9
2020-05-30,17932.9
2020-05-31,17932.9
2020-06-01,18184.3
2020-06-02,18184.3
2020-06-03,18184.3
2020-06-04,18184.3
2020-06-05,18184.3
2020-06-06,18184.3
2020-06-07,18184.3
2020-06-08,18184.3
2020-06-09,18184.3
2020-06-10,18184.3
2020-06-11,18184.3
2020-06-12,18184.3
2020-06-13,18184.3
2020-06-14,18184.3
2020-06-15,18184.3
2020-06-16,18184.3
2020-06-17,18184.3
2020-06-18,18184.3
2020-06-19,18184.3
2020-06-20,18184.3
2020-06-21,18184.3
2020-06-22,18184.3
2020-06-23,18184.3
2020-06-24,18184.3
2020-06-25,18184.3
2020-06-26,18184.3
2020-06-27,18184.3
2020-06-28,18184.3
2020-06-29,18184.3
2020-06-30,18184.3
2020-07-01,18335.4
2020-07-02,18335.4
2020-07-03,18335.4
2020-07-04,18335.4
2020-07-05,18335.4
2020-07-06,18335.4
2020-07-07,18335.4
2020-07-08,18335.4
2020-07-09,18335.4
2020-07-10,18335.4
2020-07-11,18335.4
2020-07-12,18335.4
2020-07-13,18335.4
2020-07-14,18335.4
2020-07-15,18335.4
2020-07-16,18335.4
2020-07-17,18335.4
2020-07-18,18335.4
2020-07-19,18335.4
2020-07-20,18335.4
2020-07-21,18335.4
2020-07-22,18335.4
2020-07-23,18335.4
2020-07-24,18335.4
2020-07-25,18335.4
2020-07-26,18335.4
2020-07-27,18335.4
2020-07-28,18335.4
2020-07-29,18335.4
2020-07-30,18335.4
2020-07-31,18335.4
2020-08-01,18411.2
2020-08-02,18411.2
2020-08-03,18411.2
2020-08-04,18411.2
2020-08-05,18411.2
2020-08-06,18411.2
2020-08-07,18411.2
2020-08-08,18411.2
2020-08-09,18411.2
2020-08-10,18411.2
2020-08-11,18411.2
2020-08-12,18411.2
2020-08-13,18411.2
2020-08-14,18411.2
2020-08-15,18411.2
2020-08-16,18411.2
2020-08-17,18411.2
2020-08-18,18411.2
2020-08-19,18411.2
2020-08-20,18411.2
2020-08-21,18411.2
2020-08-22,18411.2
2020-08-23,18411.2
2020-08-24,18411.2
2020-08-25,18411.2
2020-08-26,18411.2
2020-08-27,18411.2
2020-08-28,18411.2
2020-08-29,18411.2
2020-08-30,18411.2
2020-08-31,18411.2
2020-09-01,18602.5
2020-09-02,18602.5
2020-09-03,18602.5
2020-09-04,18602.5
2020-09-05,18602.5
2020-09-06,18602.5
2020-09-07,18602.5
2020-09-08,18602.5
2020-09-09,18602.5
2020-09-10,18602.5
2020-09-11,18602.5
2020-09-12,18602.5
2020-09-13,18602.5
2020-09-14,18602.5
2020-09-15,18602.5
2020-09-16,18602.5
2020-09-17,18602.5
2020-09-18,18602.5
2020-09-19,18602.5
2020-09-20,18602.5
2020-09-21,18602.5
2020-09-22,18602.5
2020-09-23,18602.5
2020-09-24,18602.5
2020-09-25,18602.5
2020-09-26,18602.5
2020-09-27,18602.5
2020-09-28,18602.5
2020-09-29,18602.5
2020-09-30,18602.5
2020-10-01,18757.6
2020-10-02,18757.6
2020-10-03,18757.6
2020-10-04,18757.6
2020-10-05,18757.6
2020-10-06,18757.6
2020-10-07,18757.6
2020-10-08,18757.6
2020-10-09,18757.6
2020-10-10,18757.6
2020-10-11,18757.6
2020-10-12,18757.6
2020-10-13,18757.6
2020-10-14,18757.6
2020-10-15,18757.6
2020-10-16,18757.6
2020-10-17,18757.6
2020-10-18,18757.6
2020-10-19,18757.6
2020-10-20,18757.6
2020-10-21,18757.6
2020-10-22,18757.6
2020-10-23,18757.6
2020-10-24,18757.6
2020-10-25,18757.6
2020-10-26,18757.6
2020-10-27,18757.6
2020-10-28,18757.6
2020-10-29,18757.6
2020-10-30,18757.6
2020-10-31,18757.6
2020-11-01,18997.0
2020-11-02,18997.0
2020-11-03,18997.0
2020-11-04,18997.0
2020-11-05,18997.0
2020-11-06,18997.0
2020-11-07,18997.0
2020-11-08,18997.0
2020-11-09,18997.0
2020-11-10,18997.0
2020-11-11,18997.0
2020-11-12,18997.0
2020-11-13,18997.0
2020-11-14,18997.0
2020-11-15,18997.0
2020-11-16,18997.0
2020-11-17,18997.0
2020-11-18,18997.0
2020-11-19,18997.0
2020-11-20,18997.0
2020-11-21,18997.0
2020-11-22,18997.0
2020-11-23,18997.0
2020-11-24,18997.0
2020-11-25,18997.0
2020-11-26,18997.0
2020-11-27,18997.0
2020-11-28,18997.0
2020-11-29,18997.0
2020-11-30,18997.0
2020-12-01,19115.7
2020-12-02,19115.7
2020-12-03,19115.7
2020-12-04,19115.7
2020-12-05,19115.7
2020-12-06,19115.7
2020-12-07,19115.7
2020-12-08,19115.7
2020-12-09,19115.7
2020-12-10,19115.7
2020-12-11,19115.7
2020-12-12,19115.7
2020-12-13,19115.7
2020-12-14,19115.7
2020-12-15,19115.7
2020-12-16,19115.7
2020-12-17,19115.7
2020-12-18,19115.7
2020-12-19,19115.7
2020-12-20,19115.7
2020-12-21,19115.7
2020-12-22,19115.7
2020-12-23,19115.7
2020-12-24,19115.7
2020-12-25,19115.7
2020-12-26,19115.7
2020-12-27,19115.7
2020-12-28,19115.7
2020-12-29,19115.7
2020-12-30,19115.7
2020-12-31,19115.7
2021-01-01,19379.0
2021-01-02,19379.0
2021-01-03,19379.0
2021-01-04,19379.0
2021-01-05,19379.0
2021-01-06,19379.0
2021-01-07,19379.0
2021-01-08,19379.0
2021-01-09,19379.0
2021-01-10,19379.0
2021-01-11,19379.0
2021-01-12,19379.0
2021-01-13,19379.0
2021-01-14,19379.0
2021-01-15,19379.0
2021-01-16,19379.0
2021-01-17,19379.0
2021-01-18,19379.0
2021-01-19,19379.0
2021-01-20,19379.0
2021-01-21,19379.0
2021-01-22,19379.0
2021-01-23,19379.0
2021-01-24,19379.0
2021-01-25,19379.0
2021-01-26,19379.0
2021-01-27,19379.0
2021-01-28,19379.0
2021-01-29,19379.0
2021-01-30,19379.0
2021-01-31,19379.0
2021-02-01,19641.8
2021-02-02,19641.8
2021-02-03,19641.8
2021-02-04,19641.8
2021-02-05,19641.8
2021-02-06,19641.8
2021-02-07,19641.8
2021-02-08,19641.8
2021-02-09,19641.8
2021-02-10,19641.8
2021-02-11,19641.8
2021-02-12,19641.8
2021-02-13,19641.8
2021-02-14,19641.8
2021-02-15,19641.8
2021-02-16,19641.8
2021-02-17,19641.8
2021-02-18,19641.8
2021-02-19,19641.8
2021-02-20,19641.8
2021-02-21,19641.8
2021-02-22,19641.8
2021-02-23,19641.8
2021-02-24,19641.8
2021-02-25,19641.8
2021-02-26,19641.8
2021-02-27,19641.8
2021-02-28,19641.8
2021-03-01,19873.2
2021-03-02,19873.2
2021-03-03,19873.2
2021-03-04,19873.2
2021-03-05,19873.2
2021-03-06,19873.2
2021-03-07,19873.2
2021-03-08,19873.2
2021-03-09,19873.2
2021-03-10,19873.2
2021-03-11,19873.2
2021-03-12,19873.2
2021-03-13,19873.2
2021-03-14,19873.2
2021-03-15,19873.2
2021-03-16,19873.2
2021-03-17,19873.2
2021-03-18,19873.2
2021-03-19,19873.2
2021-03-20,19873.2
2021-03-21,19873.2
2021-03-22,19873.2
2021-03-23,19873.2
2021-03-24,19873.2
2021-03-25,19873.2
2021-03-26,19873.2
2021-03-27,19873.2
2021-03-28,19873.2
2021-03-29,19873.2
2021-03-30,19873.2
2021-03-31,19873.2
2021-04-01,20175.4
2021-04-02,20175.4
2021-04-03,20175.4
2021-04-04,20175.4
2021-04-05,20175.4
2021-04-06,20175.4
2021-04-07,20175.4
2021-04-08,20175.4
2021-04-09,20175.4
2021-04-10,20175.4
2021-04-11,20175.4
2021-04-12,20175.4
2021-04-13,20175.4
2021-04-14,20175.4
2021-04-15,20175.4
2021-04-16,20175.4
2021-04-17,20175.4
2021-04-18,20175.4
2021-04-19,20175.4
2021-04-20,20175.4
2021-04-21,20175.4
2021-04-22,20175.4
2021-04-23,20175.4
2021-04-24,20175.4
2021-04-25,20175.4
2021-04-26,20175.4
2021-04-27,20175.4
2021-04-28,20175.4
2021-04-29,20175.4
2021-04-30,20175.4
2021-05-01,20459.0
2021-05-02,20459.0
2021-05-03,20459.0
2021-05-04,20459.0
2021-05-05,20459.0
2021-05-06,20459.0
2021-05-07,20459.0
2021-05-08,20459.0
2021-05-09,20459.0
2021-05-10,20459.0
2021-05-11,20459.0
2021-05-12,20459.0
2021-05-13,20459.0
2021-05-14,20459.0
2021-05-15,20459.0
2021-05-16,20459.0
2021-05-17,20459.0
2021-05-18,20459.0
2021-05-19,20459.0
2021-05-20,20459.0
2021-05-21,20459.0
2021-05-22,20459.0
2021-05-23,20459.0
2021-05-24,20459.0
2021-05-25,20459.0
2021-05-26,20459.0
2021-05-27,20459.0
2021-05-28,20459.0
2021-05-29,20459.0
2021-05-30,20459.0
2021-05-31,20459.0
2021-06-01,20477.1
