,US
2015-01-13,11805.2
2015-01-14,11805.2
2015-01-15,11805.2
2015-01-16,11805.2
2015-01-17,11805.2
2015-01-18,11805.2
2015-01-19,11805.2
2015-01-20,11805.2
2015-01-21,11805.2
2015-01-22,11805.2
2015-01-23,11805.2
2015-01-24,11805.2
2015-01-25,11805.2
2015-01-26,11805.2
2015-01-27,11805.2
2015-01-28,11805.2
2015-01-29,11805.2
2015-01-30,11805.2
2015-01-31,11805.2
2015-02-01,11922.8
2015-02-02,11922.8
2015-02-03,11922.8
2015-02-04,11922.8
2015-02-05,11922.8
2015-02-06,11922.8
2015-02-07,11922.8
2015-02-08,11922.8
2015-02-09,11922.8
2015-02-10,11922.8
2015-02-11,11922.8
2015-02-12,11922.8
2015-02-13,11922.8
2015-02-14,11922.8
2015-02-15,11922.8
2015-02-16,11922.8
2015-02-17,11922.8
2015-02-18,11922.8
2015-02-19,11922.8
2015-02-20,11922.8
2015-02-21,11922.8
2015-02-22,11922.8
2015-02-23,11922.8
2015-02-24,11922.8
2015-02-25,11922.8
2015-02-26,11922.8
2015-02-27,11922.8
2015-02-28,11922.8
2015-03-01,11920.5
2015-03-02,11920.5
2015-03-03,11920.5
2015-03-04,11920.5
2015-03-05,11920.5
2015-03-06,11920.5
2015-03-07,11920.5
2015-03-08,11920.5
2015-03-09,11920.5
2015-03-10,11920.5
2015-03-11,11920.5
2015-03-12,11920.5
2015-03-13,11920.5
2015-03-14,11920.5
2015-03-15,11920.5
2015-03-16,11920.5
2015-03-17,11920.5
2015-03-18,11920.5
2015-03-19,11920.5
2015-03-20,11920.5
2015-03-21,11920.5
2015-03-22,11920.5
2015-03-23,11920.5
2015-03-24,11920.5
2015-03-25,11920.5
2015-03-26,11920.5
2015-03-27,11920.5
2015-03-28,11920.5
2015-03-29,11920.5
2015-03-30,11920.5
2015-03-31,11920.5
2015-04-01,11954.6
2015-04-02,11954.6
2015-04-03,11954.6
2015-04-04,11954.6
2015-04-05,11954.6
2015-04-06,11954.6
2015-04-07,11954.6
2015-04-08,11954.6
2015-04-09,11954.6
2015-04-10,11954.6
2015-04-11,11954.6
2015-04-12,11954.6
2015-04-13,11954.6
2015-04-14,11954.6
2015-04-15,11954.6
2015-04-16,11954.6
2015-04-17,11954.6
2015-04-18,11954.6
2015-04-19,11954.6
2015-04-20,11954.6
2015-04-21,11954.6
2015-04-22,11954.6
2015-04-23,11954.6
2015-04-24,11954.6
2015-04-25,11954.6
2015-04-26,11954.6
2015-04-27,11954.6
2015-04-28,11954.6
2015-04-29,11954.6
2015-04-30,11954.6
2015-05-01,11982.6
2015-05-02,11982.6
2015-05-03,11982.6
2015-05-04,11982.6
2015-05-05,11982.6
2015-05-06,11982.6
2015-05-07,11982.6
2015-05-08,11982.6
2015-05-09,11982.6
2015-05-10,11982.6
2015-05-11,11982.6
2015-05-12,11982.6
2015-05-13,11982.6
2015-05-14,11982.6
2015-05-15,11982.6
2015-05-16,11982.6
2015-05-17,11982.6
2015-05-18,11982.6
2015-05-19,11982.6
2015-05-20,11982.6
2015-05-21,11982.6
2015-05-22,11982.6
2015-05-23,11982.6
2015-05-24,11982.6
2015-05-25,11982.6
2015-05-26,11982.6
2015-05-27,11982.6
2015-05-28,11982.6
2015-05-29,11982.6
2015-05-30,11982.6
2015-05-31,11982.6
2015-06-01,12023.2
2015-06-02,12023.2
2015-06-03,12023.2
2015-06-04,12023.2
2015-06-05,12023.2
2015-06-06,12023.2
2015-06-07,12023.2
2015-06-08,12023.2
2015-06-09,12023.2
2015-06-10,12023.2
2015-06-11,12023.2
2015-06-12,12023.2
2015-06-13,12023.2
2015-06-14,12023.2
2015-06-15,12023.2
2015-06-16,12023.2
2015-06-17,12023.2
2015-06-18,12023.2
2015-06-19,12023.2
2015-06-20,12023.2
2015-06-21,12023.2
2015-06-22,12023.2
2015-06-23,12023.2
2015-06-24,12023.2
2015-06-25,12023.2
2015-06-26,12023.2
2015-06-27,12023.2
2015-06-28,12023.2
2015-06-29,12023.2
2015-06-30,12023.2
2015-07-01,12067.0
2015-07-02,12067.0
2015-07-03,12067.0
2015-07-04,12067.0
2015-07-05,12067.0
2015-07-06,12067.0
2015-07-07,12067.0
2015-07-08,12067.0
2015-07-09,12067.0
2015-07-10,12067.0
2015-07-11,12067.0
2015-07-12,12067.0
2015-07-13,12067.0
2015-07-14,12067.0
2015-07-15,12067.0
2015-07-16,12067.0
2015-07-17,12067.0
2015-07-18,12067.0
2015-07-19,12067.0
2015-07-20,12067.0
2015-07-21,12067.0
2015-07-22,12067.0
2015-07-23,12067.0
2015-07-24,12067.0
2015-07-25,12067.0
2015-07-26,12067.0
2015-07-27,12067.0
2015-07-28,12067.0
2015-07-29,12067.0
2015-07-30,12067.0
2015-07-31,12067.0
2015-08-01,12112.0
2015-08-02,12112.0
2015-08-03,12112.0
2015-08-04,12112.0
2015-08-05,12112.0
2015-08-06,12112.0
2015-08-07,12112.0
2015-08-08,12112.0
2015-08-09,12112.0
2015-08-10,12112.0
2015-08-11,12112.0
2015-08-12,12112.0
2015-08-13,12112.0
2015-08-14,12112.0
2015-08-15,12112.0
2015-08-16,12112.0
2015-08-17,12112.0
2015-08-18,12112.0
2015-08-19,12112.0
2015-08-20,12112.0
2015-08-21,12112.0
2015-08-22,12112.0
2015-08-23,12112.0
2015-08-24,12112.0
2015-08-25,12112.0
2015-08-26,12112.0
2015-08-27,12112.0
2015-08-28,12112.0
2015-08-29,12112.0
2015-08-30,12112.0
2015-08-31,12112.0
2015-09-01,12173.9
2015-09-02,12173.9
2015-09-03,12173.9
2015-09-04,12173.9
2015-09-05,12173.9
2015-09-06,12173.9
2015-09-07,12173.9
2015-09-08,12173.9
2015-09-09,12173.9
2015-09-10,12173.9
2015-09-11,12173.9
2015-09-12,12173.9
2015-09-13,12173.9
2015-09-14,12173.9
2015-09-15,12173.9
2015-09-16,12173.9
2015-09-17,12173.9
2015-09-18,12173.9
2015-09-19,12173.9
2015-09-20,12173.9
2015-09-21,12173.9
2015-09-22,12173.9
2015-09-23,12173.9
2015-09-24,12173.9
2015-09-25,12173.9
2015-09-26,12173.9
2015-09-27,12173.9
2015-09-28,12173.9
2015-09-29,12173.9
2015-09-30,12173.9
2015-10-01,12225.2
2015-10-02,12225.2
2015-10-03,12225.2
2015-10-04,12225.2
2015-10-05,12225.2
2015-10-06,12225.2
2015-10-07,12225.2
2015-10-08,12225.2
2015-10-09,12225.2
2015-10-10,12225.2
2015-10-11,12225.2
2015-10-12,12225.2
2015-10-13,12225.2
2015-10-14,12225.2
2015-10-15,12225.2
2015-10-16,12225.2
2015-10-17,12225.2
2015-10-18,12225.2
2015-10-19,12225.2
2015-10-20,12225.2
2015-10-21,12225.2
2015-10-22,12225.2
2015-10-23,12225.2
2015-10-24,12225.2
2015-10-25,12225.2
2015-10-26,12225.2
2015-10-27,12225.2
2015-10-28,12225.2
2015-10-29,12225.2
2015-10-30,12225.2
2015-10-31,12225.2
2015-11-01,12317.0
2015-11-02,12317.0
2015-11-03,12317.0
2015-11-04,12317.0
2015-11-05,12317.0
2015-11-06,12317.0
2015-11-07,12317.0
2015-11-08,12317.0
2015-11-09,12317.0
2015-11-10,12317.0
2015-11-11,12317.0
2015-11-12,12317.0
2015-11-13,12317.0
2015-11-14,12317.0
2015-11-15,12317.0
2015-11-16,12317.0
2015-11-17,12317.0
2015-11-18,12317.0
2015-11-19,12317.0
2015-11-20,12317.0
2015-11-21,12317.0
2015-11-22,12317.0
2015-11-23,12317.0
2015-11-24,12317.0
2015-11-25,12317.0
2015-11-26,12317.0
2015-11-27,12317.0
2015-11-28,12317.0
2015-11-29,12317.0
2015-11-30,12317.0
2015-12-01,12387.9
2015-12-02,12387.9
2015-12-03,12387.9
2015-12-04,12387.9
2015-12-05,12387.9
2015-12-06,12387.9
2015-12-07,12387.9
2015-12-08,12387.9
2015-12-09,12387.9
2015-12-10,12387.9
2015-12-11,12387.9
2015-12-12,12387.9
2015-12-13,12387.9
2015-12-14,12387.9
2015-12-15,12387.9
2015-12-16,12387.9
2015-12-17,12387.9
2015-12-18,12387.9
2015-12-19,12387.9
2015-12-20,12387.9
2015-12-21,12387.9
2015-12-22,12387.9
2015-12-23,12387.9
2015-12-24,12387.9
2015-12-25,12387.9
2015-12-26,12387.9
2015-12-27,12387.9
2015-12-28,12387.9
2015-12-29,12387.9
2015-12-30,12387.9
2015-12-31,12387.9
2016-01-01,12518.5
2016-01-02,12518.5
2016-01-03,12518.5
2016-01-04,12518.5
2016-01-05,12518.5
2016-01-06,12518.5
2016-01-07,12518.5
2016-01-08,12518.5
2016-01-09,12518.5
2016-01-10,12518.5
2016-01-11,12518.5
2016-01-12,12518.5
2016-01-13,12518.5
2016-01-14,12518.5
2016-01-15,12518.5
2016-01-16,12518.5
2016-01-17,12518.5
2016-01-18,12518.5
2016-01-19,12518.5
2016-01-20,12518.5
2016-01-21,12518.5
2016-01-22,12518.5
2016-01-23,12518.5
2016-01-24,12518.5
2016-01-25,12518.5
2016-01-26,12518.5
2016-01-27,12518.5
2016-01-28,12518.5
2016-01-29,12518.5
2016-01-30,12518.5
2016-01-31,12518.5
2016-02-01,12603.9
2016-02-02,12603.9
2016-02-03,12603.9
2016-02-04,12603.9
2016-02-05,12603.9
2016-02-06,12603.9
2016-02-07,12603.9
2016-02-08,12603.9
2016-02-09,12603.9
2016-02-10,12603.9
2016-02-11,12603.9
2016-02-12,12603.9
2016-02-13,12603.9
2016-02-14,12603.9
2016-02-15,12603.9
2016-02-16,12603.9
2016-02-17,12603.9
2016-02-18,12603.9
2016-02-19,12603.9
2016-02-20,12603.9
2016-02-21,12603.9
2016-02-22,12603.9
2016-02-23,12603.9
2016-02-24,12603.9
2016-02-25,12603.9
2016-02-26,12603.9
2016-02-27,12603.9
2016-02-28,12603.9
2016-02-29,12603.9
2016-03-01,12661.8
2016-03-02,12661.8
2016-03-03,12661.8
2016-03-04,12661.8
2016-03-05,12661.8
2016-03-06,12661.8
2016-03-07,12661.8
2016-03-08,12661.8
2016-03-09,12661.8
2016-03-10,12661.8
2016-03-11,12661.8
2016-03-12,12661.8
2016-03-13,12661.8
2016-03-14,12661.8
2016-03-15,12661.8
2016-03-16,12661.8
2016-03-17,12661.8
2016-03-18,12661.8
2016-03-19,12661.8
2016-03-20,12661.8
2016-03-21,12661.8
2016-03-22,12661.8
2016-03-23,12661.8
2016-03-24,12661.8
2016-03-25,12661.8
2016-03-26,12661.8
2016-03-27,12661.8
2016-03-28,12661.8
2016-03-29,12661.8
2016-03-30,12661.8
2016-03-31,12661.8
2016-04-01,12743.2
2016-04-02,12743.2
2016-04-03,12743.2
2016-04-04,12743.2
2016-04-05,12743.2
2016-04-06,12743.2
2016-04-07,12743.2
2016-04-08,12743.2
2016-04-09,12743.2
2016-04-10,12743.2
2016-04-11,12743.2
2016-04-12,12743.2
2016-04-13,12743.2
2016-04-14,12743.2
2016-04-15,12743.2
2016-04-16,12743.2
2016-04-17,12743.2
2016-04-18,12743.2
2016-04-19,12743.2
2016-04-20,12743.2
2016-04-21,12743.2
2016-04-22,12743.2
2016-04-23,12743.2
2016-04-24,12743.2
2016-04-25,12743.2
2016-04-26,12743.2
2016-04-27,12743.2
2016-04-28,12743.2
2016-04-29,12743.2
2016-04-30,12743.2
2016-05-01,12802.0
2016-05-02,12802.0
2016-05-03,12802.0
2016-05-04,12802.0
2016-05-05,12802.0
2016-05-06,12802.0
2016-05-07,12802.0
2016-05-08,12802.0
2016-05-09,12802.0
2016-05-10,12802.0
2016-05-11,12802.0
2016-05-12,12802.0
2016-05-13,12802.0
2016-05-14,12802.0
2016-05-15,12802.0
2016-05-16,12802.0
2016-05-17,12802.0
2016-05-18,12802.0
2016-05-19,12802.0
2016-05-20,12802.0
2016-05-21,12802.0
2016-05-22,12802.0
2016-05-23,12802.0
2016-05-24,12802.0
2016-05-25,12802.0
2016-05-26,12802.0
2016-05-27,12802.0
2016-05-28,12802.0
2016-05-29,12802.0
2016-05-30,12802.0
2016-05-31,12802.0
2016-06-01,12852.5
2016-06-02,12852.5
2016-06-03,12852.5
2016-06-04,12852.5
2016-06-05,12852.5
2016-06-06,12852.5
2016-06-07,12852.5
2016-06-08,12852.5
2016-06-09,12852.5
2016-06-10,12852.5
2016-06-11,12852.5
2016-06-12,12852.5
2016-06-13,12852.5
2016-06-14,12852.5
2016-06-15,12852.5
2016-06-16,12852.5
2016-06-17,12852.5
2016-06-18,12852.5
2016-06-19,12852.5
2016-06-20,12852.5
2016-06-21,12852.5
2016-06-22,12852.5
2016-06-23,12852.5
2016-06-24,12852.5
2016-06-25,12852.5
2016-06-26,12852.5
2016-06-27,12852.5
2016-06-28,12852.5
2016-06-29,12852.5
2016-06-30,12852.5
2016-07-01,12911.9
2016-07-02,12911.9
2016-07-03,12911.9
2016-07-04,12911.9
2016-07-05,12911.9
2016-07-06,12911.9
2016-07-07,12911.9
2016-07-08,12911.9
2016-07-09,12911.9
2016-07-10,12911.9
2016-07-11,12911.9
2016-07-12,12911.9
2016-07-13,12911.9
2016-07-14,12911.9
2016-07-15,12911.9
2016-07-16,12911.9
2016-07-17,12911.9
2016-07-18,12911.9
2016-07-19,12911.9
2016-07-20,12911.9
2016-07-21,12911.9
2016-07-22,12911.9
2016-07-23,12911.9
2016-07-24,12911.9
2016-07-25,12911.9
2016-07-26,12911.9
2016-07-27,12911.9
2016-07-28,12911.9
2016-07-29,12911.9
2016-07-30,12911.9
2016-07-31,12911.9
2016-08-01,12989.7
2016-08-02,12989.7
2016-08-03,12989.7
2016-08-04,12989.7
2016-08-05,12989.7
2016-08-06,12989.7
2016-08-07,12989.7
2016-08-08,12989.7
2016-08-09,12989.7
2016-08-10,12989.7
2016-08-11,12989.7
2016-08-12,12989.7
2016-08-13,12989.7
2016-08-14,12989.7
2016-08-15,12989.7
2016-08-16,12989.7
2016-08-17,12989.7
2016-08-18,12989.7
2016-08-19,12989.7
2016-08-20,12989.7
2016-08-21,12989.7
2016-08-22,12989.7
2016-08-23,12989.7
2016-08-24,12989.7
2016-08-25,12989.7
2016-08-26,12989.7
2016-08-27,12989.7
2016-08-28,12989.7
2016-08-29,12989.7
2016-08-30,12989.7
2016-08-31,12989.7
2016-09-01,13054.9
2016-09-02,13054.9
2016-09-03,13054.9
2016-09-04,13054.9
2016-09-05,13054.9
2016-09-06,13054.9
2016-09-07,13054.9
2016-09-08,13054.9
2016-09-09,13054.9
2016-09-10,13054.9
2016-09-11,13054.9
2016-09-12,13054.9
2016-09-13,13054.9
2016-09-14,13054.9
2016-09-15,13054.9
2016-09-16,13054.9
2016-09-17,13054.9
2016-09-18,13054.9
2016-09-19,13054.9
2016-09-20,13054.9
2016-09-21,13054.9
2016-09-22,13054.9
2016-09-23,13054.9
2016-09-24,13054.9
2016-09-25,13054.9
2016-09-26,13054.9
2016-09-27,13054.9
2016-09-28,13054.9
2016-09-29,13054.9
2016-09-30,13054.9
2016-10-01,13122.8
2016-10-02,13122.8
2016-10-03,13122.8
2016-10-04,13122.8
2016-10-05,13122.8
2016-10-06,13122.8
2016-10-07,13122.8
2016-10-08,13122.8
2016-10-09,13122.8
2016-10-10,13122.8
2016-10-11,13122.8
2016-10-12,13122.8
2016-10-13,13122.8
2016-10-14,13122.8
2016-10-15,13122.8
2016-10-16,13122.8
2016-10-17,13122.8
2016-10-18,13122.8
2016-10-19,13122.8
2016-10-20,13122.8
2016-10-21,13122.8
2016-10-22,13122.8
2016-10-23,13122.8
2016-10-24,13122.8
2016-10-25,13122.8
2016-10-26,13122.8
2016-10-27,13122.8
2016-10-28,13122.8
2016-10-29,13122.8
2016-10-30,13122.8
2016-10-31,13122.8
2016-11-01,13208.7
2016-11-02,13208.7
2016-11-03,13208.7
2016-11-04,13208.7
2016-11-05,13208.7
2016-11-06,13208.7
2016-11-07,13208.7
2016-11-08,13208.7
2016-11-09,13208.7
2016-11-10,13208.7
2016-11-11,13208.7
2016-11-12,13208.7
2016-11-13,13208.7
2016-11-14,13208.7
2016-11-15,13208.7
2016-11-16,13208.7
2016-11-17,13208.7
2016-11-18,13208.7
2016-11-19,13208.7
2016-11-20,13208.7
2016-11-21,13208.7
2016-11-22,13208.7
2016-11-23,13208.7
2016-11-24,13208.7
2016-11-25,13208.7
2016-11-26,13208.7
2016-11-27,13208.7
2016-11-28,13208.7
2016-11-29,13208.7
2016-11-30,13208.7
2016-12-01,13234.9
2016-12-02,13234.9
2016-12-03,13234.9
2016-12-04,13234.9
2016-12-05,13234.9
2016-12-06,13234.9
2016-12-07,13234.9
2016-12-08,13234.9
2016-12-09,13234.9
2016-12-10,13234.9
2016-12-11,13234.9
2016-12-12,13234.9
2016-12-13,13234.9
2016-12-14,13234.9
2016-12-15,13234.9
2016-12-16,13234.9
2016-12-17,13234.9
2016-12-18,13234.9
2016-12-19,13234.9
2016-12-20,13234.9
2016-12-21,13234.9
2016-12-22,13234.9
2016-12-23,13234.9
2016-12-24,13234.9
2016-12-25,13234.9
2016-12-26,13234.9
2016-12-27,13234.9
2016-12-28,13234.9
2016-12-29,13234.9
2016-12-30,13234.9
2016-12-31,13234.9
2017-01-01,13315.7
2017-01-02,13315.7
2017-01-03,13315.7
2017-01-04,13315.7
2017-01-05,13315.7
2017-01-06,13315.7
2017-01-07,13315.7
2017-01-08,13315.7
2017-01-09,13315.7
2017-01-10,13315.7
2017-01-11,13315.7
2017-01-12,13315.7
2017-01-13,13315.7
2017-01-14,13315.7
2017-01-15,13315.7
2017-01-16,13315.7
2017-01-17,13315.7
2017-01-18,13315.7
2017-01-19,13315.7
2017-01-20,13315.7
2017-01-21,13315.7
2017-01-22,13315.7
2017-01-23,13315.7
2017-01-24,13315.7
2017-01-25,13315.7
2017-01-26,13315.7
2017-01-27,13315.7
2017-01-28,13315.7
2017-01-29,13315.7
2017-01-30,13315.7
2017-01-31,13315.7
2017-02-01,13394.8
2017-02-02,13394.8
2017-02-03,13394.8
2017-02-04,13394.8
2017-02-05,13394.8
2017-02-06,13394.8
2017-02-07,13394.8
2017-02-08,13394.8
2017-02-09,13394.8
2017-02-10,13394.8
2017-02-11,13394.8
2017-02-12,13394.8
2017-02-13,13394.8
2017-02-14,13394.8
2017-02-15,13394.8
2017-02-16,13394.8
2017-02-17,13394.8
2017-02-18,13394.8
2017-02-19,13394.8
2017-02-20,13394.8
2017-02-21,13394.8
2017-02-22,13394.8
2017-02-23,13394.8
2017-02-24,13394.8
2017-02-25,13394.8
2017-02-26,13394.8
2017-02-27,13394.8
2017-02-28,13394.8
2017-03-01,13463.6
2017-03-02,13463.6
2017-03-03,13463.6
2017-03-04,13463.6
2017-03-05,13463.6
2017-03-06,13463.6
2017-03-07,13463.6
2017-03-08,13463.6
2017-03-09,13463.6
2017-03-10,13463.6
2017-03-11,13463.6
2017-03-12,13463.6
2017-03-13,13463.6
2017-03-14,13463.6
2017-03-15,13463.6
2017-03-16,13463.6
2017-03-17,13463.6
2017-03-18,13463.6
2017-03-19,13463.6
2017-03-20,13463.6
2017-03-21,13463.6
2017-03-22,13463.6
2017-03-23,13463.6
2017-03-24,13463.6
2017-03-25,13463.6
2017-03-26,13463.6
2017-03-27,13463.6
2017-03-28,13463.6
2017-03-29,13463.6
2017-03-30,13463.6
2017-03-31,13463.6
2017-04-01,13521.7
2017-04-02,13521.7
2017-04-03,13521.7
2017-04-04,13521.7
2017-04-05,13521.7
2017-04-06,13521.7
2017-04-07,13521.7
2017-04-08,13521.7
2017-04-09,13521.7
2017-04-10,13521.7
2017-04-11,13521.7
2017-04-12,13521.7
2017-04-13,13521.7
2017-04-14,13521.7
2017-04-15,13521.7
2017-04-16,13521.7
2017-04-17,13521.7
2017-04-18,13521.7
2017-04-19,13521.7
2017-04-20,13521.7
2017-04-21,13521.7
2017-04-22,13521.7
2017-04-23,13521.7
2017-04-24,13521.7
2017-04-25,13521.7
2017-04-26,13521.7
2017-04-27,13521.7
2017-04-28,13521.7
2017-04-29,13521.7
2017-04-30,13521.7
2017-05-01,13568.9
2017-05-02,13568.9
2017-05-03,13568.9
2017-05-04,13568.9
2017-05-05,13568.9
2017-05-06,13568.9
2017-05-07,13568.9
2017-05-08,13568.9
2017-05-09,13568.9
2017-05-10,13568.9
2017-05-11,13568.9
2017-05-12,13568.9
2017-05-13,13568.9
2017-05-14,13568.9
2017-05-15,13568.9
2017-05-16,13568.9
2017-05-17,13568.9
2017-05-18,13568.9
2017-05-19,13568.9
2017-05-20,13568.9
2017-05-21,13568.9
2017-05-22,13568.9
2017-05-23,13568.9
2017-05-24,13568.9
2017-05-25,13568.9
2017-05-26,13568.9
2017-05-27,13568.9
2017-05-28,13568.9
2017-05-29,13568.9
2017-05-30,13568.9
2017-05-31,13568.9
2017-06-01,13580.5
2017-06-02,13580.5
2017-06-03,13580.5
2017-06-04,13580.5
2017-06-05,13580.5
2017-06-06,13580.5
2017-06-07,13580.5
2017-06-08,13580.5
2017-06-09,13580.5
2017-06-10,13580.5
2017-06-11,13580.5
2017-06-12,13580.5
2017-06-13,13580.5
2017-06-14,13580.5
2017-06-15,13580.5
2017-06-16,13580.5
2017-06-17,13580.5
2017-06-18,13580.5
2017-06-19,13580.5
2017-06-20,13580.5
2017-06-21,13580.5
2017-06-22,13580.5
2017-06-23,13580.5
2017-06-24,13580.5
2017-06-25,13580.5
2017-06-26,13580.5
2017-06-27,13580.5
2017-06-28,13580.5
2017-06-29,13580.5
2017-06-30,13580.5
2017-07-01,13643.1
2017-07-02,13643.1
2017-07-03,13643.1
2017-07-04,13643.1
2017-07-05,13643.1
2017-07-06,13643.1
2017-07-07,13643.1
2017-07-08,13643.1
2017-07-09,13643.1
2017-07-10,13643.1
2017-07-11,13643.1
2017-07-12,13643.1
2017-07-13,13643.1
2017-07-14,13643.1
2017-07-15,13643.1
2017-07-16,13643.1
2017-07-17,13643.1
2017-07-18,13643.1
2017-07-19,13643.1
2017-07-20,13643.1
2017-07-21,13643.1
2017-07-22,13643.1
2017-07-23,13643.1
2017-07-24,13643.1
2017-07-25,13643.1
2017-07-26,13643.1
2017-07-27,13643.1
2017-07-28,13643.1
2017-07-29,13643.1
2017-07-30,13643.1
2017-07-31,13643.1
2017-08-01,13697.7
2017-08-02,13697.7
2017-08-03,13697.7
2017-08-04,13697.7
2017-08-05,13697.7
2017-08-06,13697.7
2017-08-07,13697.7
2017-08-08,13697.7
2017-08-09,13697.7
2017-08-10,13697.7
2017-08-11,13697.7
2017-08-12,13697.7
2017-08-13,13697.7
2017-08-14,13697.7
2017-08-15,13697.7
2017-08-16,13697.7
2017-08-17,13697.7
2017-08-18,13697.7
2017-08-19,13697.7
2017-08-20,13697.7
2017-08-21,13697.7
2017-08-22,13697.7
2017-08-23,13697.7
2017-08-24,13697.7
2017-08-25,13697.7
2017-08-26,13697.7
2017-08-27,13697.7
2017-08-28,13697.7
2017-08-29,13697.7
2017-08-30,13697.7
2017-08-31,13697.7
2017-09-01,13745.1
2017-09-02,13745.1
2017-09-03,13745.1
2017-09-04,13745.1
2017-09-05,13745.1
2017-09-06,13745.1
2017-09-07,13745.1
2017-09-08,13745.1
2017-09-09,13745.1
2017-09-10,13745.1
2017-09-11,13745.1
2017-09-12,13745.1
2017-09-13,13745.1
2017-09-14,13745.1
2017-09-15,13745.1
2017-09-16,13745.1
2017-09-17,13745.1
2017-09-18,13745.1
2017-09-19,13745.1
2017-09-20,13745.1
2017-09-21,13745.1
2017-09-22,13745.1
2017-09-23,13745.1
2017-09-24,13745.1
2017-09-25,13745.1
2017-09-26,13745.1
2017-09-27,13745.1
2017-09-28,13745.1
2017-09-29,13745.1
2017-09-30,13745.1
2017-10-01,13800.1
2017-10-02,13800.1
2017-10-03,13800.1
2017-10-04,13800.1
2017-10-05,13800.1
2017-10-06,13800.1
2017-10-07,13800.1
2017-10-08,13800.1
2017-10-09,13800.1
2017-10-10,13800.1
2017-10-11,13800.1
2017-10-12,13800.1
2017-10-13,13800.1
2017-10-14,13800.1
2017-10-15,13800.1
2017-10-16,13800.1
2017-10-17,13800.1
2017-10-18,13800.1
2017-10-19,13800.1
2017-10-20,13800.1
2017-10-21,13800.1
2017-10-22,13800.1
2017-10-23,13800.1
2017-10-24,13800.1
2017-10-25,13800.1
2017-10-26,13800.1
2017-10-27,13800.1
2017-10-28,13800.1
2017-10-29,13800.1
2017-10-30,13800.1
2017-10-31,13800.1
2017-11-01,13843.5
2017-11-02,13843.5
2017-11-03,13843.5
2017-11-04,13843.5
2017-11-05,13843.5
2017-11-06,13843.5
2017-11-07,13843.5
2017-11-08,13843.5
2017-11-09,13843.5
2017-11-10,13843.5
2017-11-11,13843.5
2017-11-12,13843.5
2017-11-13,13843.5
2017-11-14,13843.5
2017-11-15,13843.5
2017-11-16,13843.5
2017-11-17,13843.5
2017-11-18,13843.5
2017-11-19,13843.5
2017-11-20,13843.5
2017-11-21,13843.5
2017-11-22,13843.5
2017-11-23,13843.5
2017-11-24,13843.5
2017-11-25,13843.5
2017-11-26,13843.5
2017-11-27,13843.5
2017-11-28,13843.5
2017-11-29,13843.5
2017-11-30,13843.5
2017-12-01,13881.7
2017-12-02,13881.7
2017-12-03,13881.7
2017-12-04,13881.7
2017-12-05,13881.7
2017-12-06,13881.7
2017-12-07,13881.7
2017-12-08,13881.7
2017-12-09,13881.7
2017-12-10,13881.7
2017-12-11,13881.7
2017-12-12,13881.7
2017-12-13,13881.7
2017-12-14,13881.7
2017-12-15,13881.7
2017-12-16,13881.7
2017-12-17,13881.7
2017-12-18,13881.7
2017-12-19,13881.7
2017-12-20,13881.7
2017-12-21,13881.7
2017-12-22,13881.7
2017-12-23,13881.7
2017-12-24,13881.7
2017-12-25,13881.7
2017-12-26,13881.7
2017-12-27,13881.7
2017-12-28,13881.7
2017-12-29,13881.7
2017-12-30,13881.7
2017-12-31,13881.7
2018-01-01,13900.3
2018-01-02,13900.3
2018-01-03,13900.3
2018-01-04,13900.3
2018-01-05,13900.3
2018-01-06,13900.3
2018-01-07,13900.3
2018-01-08,13900.3
2018-01-09,13900.3
2018-01-10,13900.3
2018-01-11,13900.3
2018-01-12,13900.3
2018-01-13,13900.3
2018-01-14,13900.3
2018-01-15,13900.3
2018-01-16,13900.3
2018-01-17,13900.3
2018-01-18,13900.3
2018-01-19,13900.3
2018-01-20,13900.3
2018-01-21,13900.3
2018-01-22,13900.3
2018-01-23,13900.3
2018-01-24,13900.3
2018-01-25,13900.3
2018-01-26,13900.3
2018-01-27,13900.3
2018-01-28,13900.3
2018-01-29,13900.3
2018-01-30,13900.3
2018-01-31,13900.3
2018-02-01,13949.3
2018-02-02,13949.3
2018-02-03,13949.3
2018-02-04,13949.3
2018-02-05,13949.3
2018-02-06,13949.3
2018-02-07,13949.3
2018-02-08,13949.3
2018-02-09,13949.3
2018-02-10,13949.3
2018-02-11,13949.3
2018-02-12,13949.3
2018-02-13,13949.3
2018-02-14,13949.3
2018-02-15,13949.3
2018-02-16,13949.3
2018-02-17,13949.3
2018-02-18,13949.3
2018-02-19,13949.3
2018-02-20,13949.3
2018-02-21,13949.3
2018-02-22,13949.3
2018-02-23,13949.3
2018-02-24,13949.3
2018-02-25,13949.3
2018-02-26,13949.3
2018-02-27,13949.3
2018-02-28,13949.3
2018-03-01,14012.7
2018-03-02,14012.7
2018-03-03,14012.7
2018-03-04,14012.7
2018-03-05,14012.7
2018-03-06,14012.7
2018-03-07,14012.7
2018-03-08,14012.7
2018-03-09,14012.7
2018-03-10,14012.7
2018-03-11,14012.7
2018-03-12,14012.7
2018-03-13,14012.7
2018-03-14,14012.7
2018-03-15,14012.7
2018-03-16,14012.7
2018-03-17,14012.7
2018-03-18,14012.7
2018-03-19,14012.7
2018-03-20,14012.7
2018-03-21,14012.7
2018-03-22,14012.7
2018-03-23,14012.7
