,NVDA
2010-05-22,0.2918151617050171
2010-05-23,0.2918151617050171
2010-05-24,0.28333356976509094
2010-05-25,0.2908981442451477
2010-05-26,0.29227373003959656
2010-05-27,0.3094663619995117
2010-05-28,0.301213800907135
2010-05-29,0.301213800907135
2010-05-30,0.301213800907135
2010-05-31,0.301213800907135
2010-06-01,0.2883766293525696
2010-06-02,0.2915860414505005
2010-06-03,0.2911275625228882
2010-06-04,0.2773735523223877
2010-06-05,0.2773735523223877
2010-06-06,0.2773735523223877
2010-06-07,0.26361939311027527
2010-06-08,0.2562839388847351
2010-06-09,0.25009456276893616
2010-06-10,0.26018089056015015
2010-06-11,0.26614099740982056
2010-06-12,0.26614099740982056
2010-06-13,0.26614099740982056
2010-06-14,0.26041024923324585
2010-06-15,0.2732473313808441
2010-06-16,0.2698088586330414
2010-06-17,0.2801242470741272
2010-06-18,0.28195828199386597
2010-06-19,0.28195828199386597
2010-06-20,0.28195828199386597
2010-06-21,0.2753104567527771
2010-06-22,0.2649947702884674
2010-06-23,0.26797494292259216
2010-06-24,0.2546791732311249
2010-06-25,0.2539915144443512
2010-06-26,0.2539915144443512
2010-06-27,0.2539915144443512
2010-06-28,0.2544499933719635
2010-06-29,0.2402375489473343
2010-06-30,0.23404820263385773
2010-07-01,0.23794519901275635
2010-07-02,0.23496514558792114
2010-07-03,0.23496514558792114
2010-07-04,0.23496514558792114
2010-07-05,0.23496514558792114
2010-07-06,0.23244363069534302
2010-07-07,0.24367603659629822
2010-07-08,0.2363405078649521
2010-07-09,0.23725751042366028
2010-07-10,0.23725751042366028
2010-07-11,0.23725751042366028
2010-07-12,0.24161288142204285
2010-07-13,0.2503237724304199
2010-07-14,0.2528454661369324
2010-07-15,0.2457391917705536
2010-07-16,0.23038047552108765
2010-07-17,0.23038047552108765
2010-07-18,0.23038047552108765
2010-07-19,0.2397790402173996
2010-07-20,0.2457391917705536
2010-07-21,0.2377159297466278
2010-07-22,0.24161288142204285
2010-07-23,0.23748664557933807
2010-07-24,0.23748664557933807
2010-07-25,0.23748664557933807
2010-07-26,0.24184216558933258
2010-07-27,0.2397790402173996
2010-07-28,0.23221434652805328
2010-07-29,0.20929087698459625
2010-07-30,0.21066635847091675
2010-07-31,0.21066635847091675
2010-08-01,0.21066635847091675
2010-08-02,0.21043705940246582
2010-08-03,0.2049354761838913
2010-08-04,0.21364635229110718
2010-08-05,0.21639716625213623
2010-08-06,0.21891875565052032
2010-08-07,0.21891875565052032
2010-08-08,0.21891875565052032
2010-08-09,0.22098186612129211
2010-08-10,0.21181246638298035
2010-08-11,0.20356008410453796
2010-08-12,0.2053939700126648
2010-08-13,0.21525098383426666
2010-08-14,0.21525098383426666
2010-08-15,0.21525098383426666
2010-08-16,0.20974938571453094
2010-08-17,0.2125001847743988
2010-08-18,0.21364635229110718
2010-08-19,0.22648344933986664
2010-08-20,0.22854654490947723
2010-08-21,0.22854654490947723
2010-08-22,0.22854654490947723
2010-08-23,0.2251080721616745
2010-08-24,0.22281570732593536
2010-08-25,0.22740037739276886
2010-08-26,0.22464962303638458
2010-08-27,0.23198510706424713
2010-08-28,0.23198510706424713
2010-08-29,0.23198510706424713
2010-08-30,0.22098186612129211
2010-08-31,0.21387557685375214
2010-09-01,0.21548020839691162
2010-09-02,0.21937726438045502
2010-09-03,0.22694194316864014
2010-09-04,0.22694194316864014
2010-09-05,0.22694194316864014
2010-09-06,0.22694194316864014
2010-09-07,0.22900508344173431
2010-09-08,0.23656979203224182
2010-09-09,0.23336049914360046
2010-09-10,0.23083893954753876
2010-09-11,0.23083893954753876
2010-09-12,0.23083893954753876
2010-09-13,0.24390535056591034
2010-09-14,0.24161288142204285
2010-09-15,0.24207140505313873
2010-09-16,0.24230071902275085
2010-09-17,0.24184216558933258
2010-09-18,0.24184216558933258
2010-09-19,0.24184216558933258
2010-09-20,0.24550993740558624
2010-09-21,0.2588054835796356
2010-09-22,0.2610980272293091
2010-09-23,0.2663702368736267
2010-09-24,0.2810412049293518
2010-09-25,0.2810412049293518
2010-09-26,0.2810412049293518
2010-09-27,0.27508124709129333
2010-09-28,0.2743935286998749
2010-09-29,0.2723304331302643
2010-09-30,0.2677456736564636
2010-10-01,0.26018089056015015
2010-10-02,0.26018089056015015
2010-10-03,0.26018089056015015
2010-10-04,0.25765931606292725
2010-10-05,0.25949323177337646
2010-10-06,0.2471146434545517
2010-10-07,0.24528075754642487
2010-10-08,0.24894839525222778
2010-10-09,0.24894839525222778
2010-10-10,0.24894839525222778
2010-10-11,0.2478022426366806
2010-10-12,0.25261616706848145
2010-10-13,0.2599515914916992
2010-10-14,0.2558254301548004
2010-10-15,0.2588054835796356
2010-10-16,0.2588054835796356
2010-10-17,0.2588054835796356
2010-10-18,0.26041024923324585
2010-10-19,0.2588054835796356
2010-10-20,0.2588054835796356
2010-10-21,0.2542208731174469
2010-10-22,0.2704964280128479
2010-10-23,0.2704964280128479
2010-10-24,0.2704964280128479
2010-10-25,0.2730180323123932
2010-10-26,0.2721010744571686
2010-10-27,0.27599820494651794
2010-10-28,0.27622732520103455
2010-10-29,0.2755395770072937
2010-10-30,0.2755395770072937
2010-10-31,0.2755395770072937
2010-11-01,0.27599820494651794
2010-11-02,0.28172898292541504
2010-11-03,0.28379207849502563
2010-11-04,0.2842506170272827
2010-11-05,0.2890644967556
2010-11-06,0.2890644967556
2010-11-07,0.2890644967556
2010-11-08,0.2902105748653412
2010-11-09,0.28860604763031006
2010-11-10,0.2920445501804352
2010-11-11,0.2890644967556
2010-11-12,0.3039647340774536
2010-11-13,0.3039647340774536
2010-11-14,0.3039647340774536
2010-11-15,0.3002969026565552
2010-11-16,0.29135677218437195
2010-11-17,0.29617077112197876
2010-11-18,0.30534011125564575
2010-11-19,0.3151971399784088
2010-11-20,0.3151971399784088
2010-11-21,0.3151971399784088
2010-11-22,0.31542646884918213
2010-11-23,0.3080908954143524
2010-11-24,0.31565552949905396
2010-11-25,0.31565552949905396
2010-11-26,0.3117586076259613
2010-11-27,0.3117586076259613
2010-11-28,0.3117586076259613
2010-11-29,0.3151971399784088
2010-11-30,0.31198784708976746
2010-12-01,0.3257419764995575
2010-12-02,0.3296389579772949
2010-12-03,0.33903762698173523
2010-12-04,0.33903762698173523
2010-12-05,0.33903762698173523
2010-12-06,0.3326191306114197
2010-12-07,0.343392938375473
2010-12-08,0.34637293219566345
2010-12-09,0.3406422436237335
2010-12-10,0.34270530939102173
2010-12-11,0.34270530939102173
2010-12-12,0.34270530939102173
2010-12-13,0.33399438858032227
2010-12-14,0.33445292711257935
2010-12-15,0.3271174430847168
2010-12-16,0.32757580280303955
2010-12-17,0.3294095993041992
2010-12-18,0.3294095993041992
2010-12-19,0.3294095993041992
2010-12-20,0.32803431153297424
2010-12-21,0.34087133407592773
2010-12-22,0.34453916549682617
2010-12-23,0.34201768040657043
2010-12-24,0.34201768040657043
2010-12-25,0.34201768040657043
2010-12-26,0.34201768040657043
2010-12-27,0.3438514173030853
2010-12-28,0.3424760699272156
2010-12-29,0.3424760699272156
2010-12-30,0.34362223744392395
2010-12-31,0.3530207872390747
2011-01-01,0.3530207872390747
2011-01-02,0.3530207872390747
2011-01-03,0.3626486659049988
2011-01-04,0.361502468585968
2011-01-05,0.3892398774623871
2011-01-06,0.44310981035232544
2011-01-07,0.45548853278160095
2011-01-08,0.45548853278160095
2011-01-09,0.45548853278160095
2011-01-10,0.4729103147983551
2011-01-11,0.46557483077049255
2011-01-12,0.5352620482444763
2011-01-13,0.53617924451828
2011-01-14,0.5407637357711792
2011-01-15,0.5407637357711792
2011-01-16,0.5407637357711792
2011-01-17,0.5407637357711792
2011-01-18,0.5281558036804199
2011-01-19,0.5137141942977905
2011-01-20,0.5141726732254028
2011-01-21,0.5093583464622498
2011-01-22,0.5093583464622498
2011-01-23,0.5093583464622498
2011-01-24,0.5668964385986328
2011-01-25,0.5494745969772339
2011-01-26,0.5625410079956055
2011-01-27,0.5609360933303833
2011-01-28,0.5446608662605286
2011-01-29,0.5446608662605286
2011-01-30,0.5446608662605286
2011-01-31,0.548328161239624
2011-02-01,0.5609360933303833
2011-02-02,0.5863811373710632
2011-02-03,0.5753781795501709
2011-02-04,0.5884446501731873
2011-02-05,0.5884446501731873
2011-02-06,0.5884446501731873
2011-02-07,0.5639165639877319
2011-02-08,0.5471822619438171
2011-02-09,0.5338865518569946
2011-02-10,0.5231125950813293
2011-02-11,0.5380128622055054
2011-02-12,0.5380128622055054
2011-02-13,0.5380128622055054
2011-02-14,0.5297606587409973
2011-02-15,0.5169234275817871
2011-02-16,0.5359498858451843
2011-02-17,0.5886736512184143
2011-02-18,0.5875276327133179
2011-02-19,0.5875276327133179
2011-02-20,0.5875276327133179
2011-02-21,0.5875276327133179
2011-02-22,0.532052755355835
2011-02-23,0.5068371295928955
2011-02-24,0.5192157030105591
2011-02-25,0.5299895405769348
2011-02-26,0.5299895405769348
2011-02-27,0.5299895405769348
2011-02-28,0.5194447636604309
2011-03-01,0.4962924122810364
2011-03-02,0.47566115856170654
2011-03-03,0.4784119129180908
2011-03-04,0.4758903980255127
2011-03-05,0.4758903980255127
2011-03-06,0.4758903980255127
2011-03-07,0.46924254298210144
2011-03-08,0.44815295934677124
2011-03-09,0.43875452876091003
2011-03-10,0.4107879400253296
2011-03-11,0.4137677848339081
2011-03-12,0.4137677848339081
2011-03-13,0.4137677848339081
2011-03-14,0.41720637679100037
2011-03-15,0.40482786297798157
2011-03-16,0.4018476903438568
2011-03-17,0.4094124436378479
2011-03-18,0.4039108157157898
2011-03-19,0.4039108157157898
2011-03-20,0.4039108157157898
2011-03-21,0.4071201682090759
2011-03-22,0.40001383423805237
2011-03-23,0.4082663059234619
2011-03-24,0.4408174753189087
2011-03-25,0.427063524723053
2011-03-26,0.427063524723053
2011-03-27,0.427063524723053
2011-03-28,0.4428806006908417
2011-03-29,0.43944212794303894
2011-03-30,0.422937273979187
2011-03-31,0.4231666028499603
2011-04-01,0.41720637679100037
2011-04-02,0.41720637679100037
2011-04-03,0.41720637679100037
2011-04-04,0.4023062288761139
2011-04-05,0.4029938578605652
2011-04-06,0.40024301409721375
2011-04-07,0.4149141013622284
2011-04-08,0.4023062288761139
2011-04-09,0.4023062288761139
2011-04-10,0.4023062288761139
2011-04-11,0.3970338702201843
2011-04-12,0.39817991852760315
2011-04-13,0.4071201682090759
2011-04-14,0.42431262135505676
2011-04-15,0.4288973808288574
2011-04-16,0.4288973808288574
2011-04-17,0.4288973808288574
2011-04-18,0.4146847724914551
2011-04-19,0.41308021545410156
2011-04-20,0.4256880581378937
2011-04-21,0.42454198002815247
2011-04-22,0.42454198002815247
2011-04-23,0.42454198002815247
2011-04-24,0.42454198002815247
2011-04-25,0.4311896860599518
2011-04-26,0.44242212176322937
2011-04-27,0.44242212176322937
2011-04-28,0.4472360908985138
2011-04-29,0.45846861600875854
2011-04-30,0.45846861600875854
2011-05-01,0.45846861600875854
2011-05-02,0.452279269695282
2011-05-03,0.4307312071323395
2011-05-04,0.4275219738483429
2011-05-05,0.4277511537075043
2011-05-06,0.4428806006908417
2011-05-07,0.4428806006908417
2011-05-08,0.4428806006908417
2011-05-09,0.4527377784252167
2011-05-10,0.4534255266189575
2011-05-11,0.45548853278160095
2011-05-12,0.4699302911758423
2011-05-13,0.4185817539691925
2011-05-14,0.4185817539691925
2011-05-15,0.4185817539691925
2011-05-16,0.4057447612285614
2011-05-17,0.40414005517959595
2011-05-18,0.41353875398635864
2011-05-19,0.40757864713668823
2011-05-20,0.4146847724914551
2011-05-21,0.4146847724914551
2011-05-22,0.4146847724914551
2011-05-23,0.4142264127731323
2011-05-24,0.41583094000816345
2011-05-25,0.42087411880493164
2011-05-26,0.4314190149307251
2011-05-27,0.44700679183006287
2011-05-28,0.44700679183006287
2011-05-29,0.44700679183006287
2011-05-30,0.44700679183006287
2011-05-31,0.4593855142593384
2011-06-01,0.43875452876091003
2011-06-02,0.4366913139820099
2011-06-03,0.4231666028499603
2011-06-04,0.4231666028499603
2011-06-05,0.4231666028499603
2011-06-06,0.4142264127731323
2011-06-07,0.4139971435070038
2011-06-08,0.40276461839675903
2011-06-09,0.39817991852760315
2011-06-10,0.3924490809440613
2011-06-11,0.3924490809440613
2011-06-12,0.3924490809440613
2011-06-13,0.38969823718070984
2011-06-14,0.3929075300693512
2011-06-15,0.38442596793174744
2011-06-16,0.3711302578449249
2011-06-17,0.3624192476272583
2011-06-18,0.3624192476272583
2011-06-19,0.3624192476272583
2011-06-20,0.3580639958381653
2011-06-21,0.3658579885959625
2011-06-22,0.3608149290084839
2011-06-23,0.3715887665748596
2011-06-24,0.3608149290084839
2011-06-25,0.3608149290084839
2011-06-26,0.3608149290084839
2011-06-27,0.353250116109848
2011-06-28,0.35531309247016907
2011-06-29,0.3608149290084839
2011-06-30,0.36539947986602783
2011-07-01,0.37021341919898987
2011-07-02,0.37021341919898987
2011-07-03,0.37021341919898987
2011-07-04,0.37021341919898987
2011-07-05,0.3640240430831909
2011-07-06,0.35921013355255127
2011-07-07,0.36058545112609863
2011-07-08,0.35370853543281555
2011-07-09,0.35370853543281555
2011-07-10,0.35370853543281555
2011-07-11,0.3413298726081848
2011-07-12,0.3367452025413513
2011-07-13,0.33605754375457764
2011-07-14,0.32276174426078796
2011-07-15,0.32322046160697937
2011-07-16,0.32322046160697937
2011-07-17,0.32322046160697937
2011-07-18,0.3163433074951172
2011-07-19,0.3259711265563965
2011-07-20,0.32184508442878723
2011-07-21,0.3369744122028351
2011-07-22,0.3438514173030853
2011-07-23,0.3438514173030853
2011-07-24,0.3438514173030853
2011-07-25,0.3383498787879944
2011-07-26,0.33009740710258484
2011-07-27,0.3177187144756317
2011-07-28,0.31703099608421326
2011-07-29,0.31703099608421326
2011-07-30,0.31703099608421326
2011-07-31,0.31703099608421326
2011-08-01,0.33399438858032227
2011-08-02,0.33055588603019714
2011-08-03,0.339495986700058
2011-08-04,0.30717384815216064
2011-08-05,0.29685845971107483
2011-08-06,0.29685845971107483
2011-08-07,0.29685845971107483
2011-08-08,0.2734764814376831
2011-08-09,0.2963998019695282
2011-08-10,0.282875120639801
2011-08-11,0.30740317702293396
2011-08-12,0.29525381326675415
2011-08-13,0.29525381326675415
2011-08-14,0.29525381326675415
2011-08-15,0.3064862787723541
2011-08-16,0.2977753281593323
2011-08-17,0.29364922642707825
2011-08-18,0.2737058699131012
2011-08-19,0.26889175176620483
2011-08-20,0.26889175176620483
2011-08-21,0.26889175176620483
2011-08-22,0.2737058699131012
2011-08-23,0.30327683687210083
2011-08-24,0.29892146587371826
2011-08-25,0.28608450293540955
2011-08-26,0.29823389649391174
2011-08-27,0.29823389649391174
2011-08-28,0.29823389649391174
2011-08-29,0.3062569797039032
2011-08-30,0.3135925829410553
2011-08-31,0.3051108419895172
2011-09-01,0.30442315340042114
2011-09-02,0.29617077112197876
2011-09-03,0.29617077112197876
2011-09-04,0.29617077112197876
2011-09-05,0.29617077112197876
2011-09-06,0.3021308481693268
2011-09-07,0.32665887475013733
2011-09-08,0.32505419850349426
2011-09-09,0.3181772232055664
2011-09-10,0.3181772232055664
2011-09-11,0.3181772232055664
2011-09-12,0.3257419764995575
2011-09-13,0.33307743072509766
2011-09-14,0.35026997327804565
2011-09-15,0.35531309247016907
2011-09-16,0.354396253824234
2011-09-17,0.354396253824234
2011-09-18,0.354396253824234
2011-09-19,0.3470607101917267
2011-09-20,0.33812060952186584
2011-09-21,0.33170199394226074
2011-09-22,0.3096955418586731
2011-09-23,0.31611406803131104
2011-09-24,0.31611406803131104
2011-09-25,0.31611406803131104
2011-09-26,0.3168018162250519
2011-09-27,0.3172603249549866
2011-09-28,0.3076325058937073
2011-09-29,0.300067663192749
2011-09-30,0.28677207231521606
2011-10-01,0.28677207231521606
2011-10-02,0.28677207231521606
2011-10-03,0.2707255482673645
2011-10-04,0.2957121729850769
2011-10-05,0.3062569797039032
2011-10-06,0.3184063732624054
2011-10-07,0.32436656951904297
2011-10-08,0.32436656951904297
2011-10-09,0.32436656951904297
2011-10-10,0.33880823850631714
2011-10-11,0.3351406157016754
2011-10-12,0.3349112570285797
2011-10-13,0.354396253824234
2011-10-14,0.36035630106925964
2011-10-15,0.36035630106925964
2011-10-16,0.36035630106925964
2011-10-17,0.3424760699272156
2011-10-18,0.3548547029495239
2011-10-19,0.3477484881877899
2011-10-20,0.33032673597335815
2011-10-21,0.33193114399909973
2011-10-22,0.33193114399909973
2011-10-23,0.33193114399909973
2011-10-24,0.34430989623069763
2011-10-25,0.3312436640262604
2011-10-26,0.3351406157016754
2011-10-27,0.3495822548866272
2011-10-28,0.3576054871082306
2011-10-29,0.3576054871082306
2011-10-30,0.3576054871082306
2011-10-31,0.33926671743392944
2011-11-01,0.3223033845424652
2011-11-02,0.3168018162250519
2011-11-03,0.3358282744884491
2011-11-04,0.33972540497779846
2011-11-05,0.33972540497779846
2011-11-06,0.33972540497779846
2011-11-07,0.3378913402557373
2011-11-08,0.3456851541996002
2011-11-09,0.32826343178749084
2011-11-10,0.33170199394226074
2011-11-11,0.343392938375473
2011-11-12,0.343392938375473
2011-11-13,0.343392938375473
2011-11-14,0.3367452025413513
2011-11-15,0.34110063314437866
2011-11-16,0.3342236280441284
2011-11-17,0.3223033845424652
2011-11-18,0.3193233013153076
2011-11-19,0.3193233013153076
2011-11-20,0.3193233013153076
2011-11-21,0.335369735956192
2011-11-22,0.3456851541996002
2011-11-23,0.3310142755508423
2011-11-24,0.3310142755508423
2011-11-25,0.32184508442878723
2011-11-26,0.32184508442878723
2011-11-27,0.32184508442878723
2011-11-28,0.3399544954299927
2011-11-29,0.34178826212882996
2011-11-30,0.35829320549964905
2011-12-01,0.3626486659049988
2011-12-02,0.36035630106925964
2011-12-03,0.36035630106925964
2011-12-04,0.36035630106925964
2011-12-05,0.3548547029495239
2011-12-06,0.3498115837574005
2011-12-07,0.3477484881877899
2011-12-08,0.3367452025413513
2011-12-09,0.34155911207199097
2011-12-10,0.34155911207199097
2011-12-11,0.34155911207199097
2011-12-12,0.33307743072509766
2011-12-13,0.3239080309867859
2011-12-14,0.311300128698349
2011-12-15,0.30854928493499756
2011-12-16,0.3096955418586731
2011-12-17,0.3096955418586731
2011-12-18,0.3096955418586731
2011-12-19,0.30167239904403687
2011-12-20,0.3186355233192444
2011-12-21,0.3145093321800232
2011-12-22,0.32803431153297424
2011-12-23,0.32482507824897766
2011-12-24,0.32482507824897766
2011-12-25,0.32482507824897766
2011-12-26,0.32482507824897766
2011-12-27,0.3223033845424652
2011-12-28,0.31428030133247375
2011-12-29,0.3202402889728546
2011-12-30,0.3177187144756317
2011-12-31,0.3177187144756317
2012-01-01,0.3177187144756317
2012-01-02,0.3177187144756317
2012-01-03,0.32184508442878723
2012-01-04,0.32551267743110657
2012-01-05,0.337203711271286
2012-01-06,0.33330655097961426
2012-01-07,0.33330655097961426
2012-01-08,0.33330655097961426
2012-01-09,0.33330655097961426
2012-01-10,0.33193114399909973
2012-01-11,0.3252834379673004
2012-01-12,0.32322046160697937
2012-01-13,0.31473883986473083
2012-01-14,0.31473883986473083
2012-01-15,0.31473883986473083
2012-01-16,0.31473883986473083
2012-01-17,0.3099246919155121
2012-01-18,0.32046961784362793
2012-01-19,0.32895126938819885
2012-01-20,0.3259711265563965
2012-01-21,0.3259711265563965
2012-01-22,0.3259711265563965
2012-01-23,0.3349112570285797
2012-01-24,0.3424760699272156
2012-01-25,0.340412974357605
2012-01-26,0.337203711271286
2012-01-27,0.34178826212882996
2012-01-28,0.34178826212882996
2012-01-29,0.34178826212882996
2012-01-30,0.33926671743392944
2012-01-31,0.33857905864715576
2012-02-01,0.3422468304634094
2012-02-02,0.3550839424133301
2012-02-03,0.3626486659049988
2012-02-04,0.3626486659049988
2012-02-05,0.3626486659049988
2012-02-06,0.3598978817462921
2012-02-07,0.3608149290084839
2012-02-08,0.37388116121292114
2012-02-09,0.37365180253982544
2012-02-10,0.36448243260383606
2012-02-11,0.36448243260383606
2012-02-12,0.36448243260383606
2012-02-13,0.37021341919898987
2012-02-14,0.3722763955593109
2012-02-15,0.3706718683242798
2012-02-16,0.3770903944969177
2012-02-17,0.3633365035057068
2012-02-18,0.3633365035057068
2012-02-19,0.3633365035057068
2012-02-20,0.3633365035057068
2012-02-21,0.36517027020454407
2012-02-22,0.3626486659049988
2012-02-23,0.364711731672287
2012-02-24,0.3619610071182251
2012-02-25,0.3619610071182251
2012-02-26,0.3619610071182251
2012-02-27,0.35462555289268494
2012-02-28,0.35141611099243164
2012-02-29,0.3472897708415985
2012-03-01,0.3495822548866272
2012-03-02,0.35256239771842957
2012-03-03,0.35256239771842957
2012-03-04,0.35256239771842957
2012-03-05,0.3406422436237335
2012-03-06,0.3374329209327698
2012-03-07,0.339495986700058
2012-03-08,0.3406422436237335
2012-03-09,0.33972540497779846
2012-03-10,0.33972540497779846
2012-03-11,0.33972540497779846
2012-03-12,0.33445292711257935
2012-03-13,0.33903762698173523
2012-03-14,0.3294095993041992
2012-03-15,0.3342236280441284
2012-03-16,0.3346821069717407
2012-03-17,0.3346821069717407
2012-03-18,0.3346821069717407
2012-03-19,0.33559906482696533
2012-03-20,0.33009740710258484
2012-03-21,0.3314727246761322
2012-03-22,0.3310142755508423
2012-03-23,0.3335358202457428
2012-03-24,0.3335358202457428
2012-03-25,0.3335358202457428
2012-03-26,0.3374329209327698
2012-03-27,0.33972540497779846
2012-03-28,0.347519189119339
2012-03-29,0.34912392497062683
2012-03-30,0.3530207872390747
2012-03-31,0.3530207872390747
2012-04-01,0.3530207872390747
2012-04-02,0.35141611099243164
2012-04-03,0.3456851541996002
2012-04-04,0.3358282744884491
2012-04-05,0.335369735956192
2012-04-06,0.335369735956192
2012-04-07,0.335369735956192
2012-04-08,0.335369735956192
2012-04-09,0.3310142755508423
2012-04-10,0.3245958089828491
2012-04-11,0.3287220001220703
2012-04-12,0.33651599287986755
2012-04-13,0.3245958089828491
2012-04-14,0.3245958089828491
2012-04-15,0.3245958089828491
2012-04-16,0.3206988275051117
2012-04-17,0.3213863968849182
2012-04-18,0.31794795393943787
2012-04-19,0.3131340444087982
2012-04-20,0.30694469809532166
2012-04-21,0.30694469809532166
2012-04-22,0.30694469809532166
2012-04-23,0.30327683687210083
2012-04-24,0.29387837648391724
2012-04-25,0.29983848333358765
2012-04-26,0.300067663192749
2012-04-27,0.2975461781024933
2012-04-28,0.2975461781024933
2012-04-29,0.2975461781024933
2012-04-30,0.2980045974254608
2012-05-01,0.30327683687210083
2012-05-02,0.29456615447998047
2012-05-03,0.2895228862762451
2012-05-04,0.2810412049293518
2012-05-05,0.2810412049293518
2012-05-06,0.2810412049293518
2012-05-07,0.28585517406463623
2012-05-08,0.2856259346008301
2012-05-09,0.28677207231521606
2012-05-10,0.28470897674560547
2012-05-11,0.30281853675842285
2012-05-12,0.30281853675842285
2012-05-13,0.30281853675842285
2012-05-14,0.3009846806526184
2012-05-15,0.2980045974254608
2012-05-16,0.2920445501804352
2012-05-17,0.2899814248085022
2012-05-18,0.276915043592453
2012-05-19,0.276915043592453
2012-05-20,0.276915043592453
2012-05-21,0.28172898292541504
2012-05-22,0.27829042077064514
2012-05-23,0.28516748547554016
2012-05-24,0.2776026427745819
2012-05-25,0.2842506170272827
2012-05-26,0.2842506170272827
2012-05-27,0.2842506170272827
2012-05-28,0.2842506170272827
2012-05-29,0.2915860414505005
