timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2018-12-31T00:00:00.000Z";"2018-12-31T23:59:59.999Z";"2018-12-31T00:02:10.000Z";"2018-12-31T22:31:09.000Z";"2781";163.521878669;163.521878669;148.961668266;151.045693919;184371700.4;2649556711.45309;"2018-12-31T23:59:59.999Z"
"2018-12-30T00:00:00.000Z";"2018-12-30T23:59:59.999Z";"2018-12-30T00:07:02.000Z";"2018-12-30T08:52:09.000Z";"2781";165.15080899;165.346072293;159.637345059;163.622124959;254982420.31;2869903437.90899;"2018-12-30T23:59:59.999Z"
"2018-12-29T00:00:00.000Z";"2018-12-29T23:59:59.999Z";"2018-12-29T00:17:07.000Z";"2018-12-29T19:35:08.000Z";"2781";174.469632205;175.278410164;164.479438251;165.059644615;308440731.89;2894826363.48566;"2018-12-29T23:59:59.999Z"
"2018-12-28T00:00:00.000Z";"2018-12-28T23:59:59.999Z";"2018-12-28T19:10:04.000Z";"2018-12-28T02:01:12.000Z";"2781";150.556193701;176.189848906;144.174231803;173.998970772;466524537.01;3051295976.16189;"2018-12-28T23:59:59.999Z"
"2018-12-27T00:00:00.000Z";"2018-12-27T23:59:59.999Z";"2018-12-27T01:06:14.000Z";"2018-12-27T23:29:08.000Z";"2781";175.41226995;177.191520894;147.837225273;150.127578414;339080967.68;2632368862.02149;"2018-12-27T23:59:59.999Z"
"2018-12-26T00:00:00.000Z";"2018-12-26T23:59:59.999Z";"2018-12-26T01:08:15.000Z";"2018-12-26T15:04:15.000Z";"2781";172.059543011;186.336315824;165.539364499;175.510304934;537284642.95;3077145390.64941;"2018-12-26T23:59:59.999Z"
"2018-12-25T00:00:00.000Z";"2018-12-25T23:59:59.999Z";"2018-12-25T00:04:09.000Z";"2018-12-25T03:53:11.000Z";"2781";183.031410819;183.031410819;155.402814998;170.909347319;621674075.65;2996171176.8794;"2018-12-25T23:59:59.999Z"
"2018-12-24T00:00:00.000Z";"2018-12-24T23:59:59.999Z";"2018-12-24T07:29:09.000Z";"2018-12-24T19:34:11.000Z";"2781";200.034063974;213.715337611;179.086263628;182.259668623;611323717.86;3194811505.32571;"2018-12-24T23:59:59.999Z"
"2018-12-23T00:00:00.000Z";"2018-12-23T23:59:59.999Z";"2018-12-23T12:18:09.000Z";"2018-12-23T01:19:16.000Z";"2781";197.892731423;209.859549879;189.158620755;197.662818055;578345903.41;3464468332.25792;"2018-12-23T23:59:59.999Z"
"2018-12-22T00:00:00.000Z";"2018-12-22T23:59:59.999Z";"2018-12-22T01:06:10.000Z";"2018-12-22T14:20:07.000Z";"2781";196.303179834;206.446717443;184.078007793;196.668576564;716022686;3446690555.00031;"2018-12-22T23:59:59.999Z"
"2018-12-21T00:00:00.000Z";"2018-12-21T23:59:59.999Z";"2018-12-21T02:07:13.000Z";"2018-12-21T16:45:08.000Z";"2781";190.480194987;229.012739268;177.328588913;194.295604268;1520475210.69;3404763308.34083;"2018-12-21T23:59:59.999Z"
"2018-12-20T00:00:00.000Z";"2018-12-20T23:59:59.999Z";"2018-12-20T16:17:10.000Z";"2018-12-20T00:12:09.000Z";"2781";126.283837015;200.07811515;125.208372838;194.230971633;1558759484.46;3403293233.96912;"2018-12-20T23:59:59.999Z"
"2018-12-19T00:00:00.000Z";"2018-12-19T23:59:59.999Z";"2018-12-19T17:30:10.000Z";"2018-12-19T00:32:09.000Z";"2781";105.437731251;144.0957738;103.064095455;128.44801118;532417073.16;2250407550.27346;"2018-12-19T23:59:59.999Z"
"2018-12-18T00:00:00.000Z";"2018-12-18T23:59:59.999Z";"2018-12-18T21:10:09.000Z";"2018-12-18T21:37:11.000Z";"2781";90.3098838449;105.776613289;87.5908932876;105.200765725;188289946.34;1842897808.90355;"2018-12-18T23:59:59.999Z"
"2018-12-17T00:00:00.000Z";"2018-12-17T23:59:59.999Z";"2018-12-17T20:57:08.000Z";"2018-12-17T02:27:07.000Z";"2781";81.5320700812;92.9374535623;81.4012269726;90.3450726765;109893212.8;1582485422.31498;"2018-12-17T23:59:59.999Z"
"2018-12-16T00:00:00.000Z";"2018-12-16T23:59:59.999Z";"2018-12-16T06:53:12.000Z";"2018-12-16T00:00:14.000Z";"2781";77.370895085;83.4760279579;77.370895085;81.6390107943;80118715.19;1429835839.92772;"2018-12-16T23:59:59.999Z"
"2018-12-15T00:00:00.000Z";"2018-12-15T23:59:59.999Z";"2018-12-15T06:43:09.000Z";"2018-12-15T15:56:09.000Z";"2781";80.332451295;83.0364209228;75.0753135706;77.3657779544;68901779.57;1354857548.63196;"2018-12-15T23:59:59.999Z"
"2018-12-14T00:00:00.000Z";"2018-12-14T23:59:59.999Z";"2018-12-14T01:36:10.000Z";"2018-12-14T21:56:12.000Z";"2781";90.2431369141;91.9755831498;77.7249098027;80.3707530615;104537194.72;1407338099.28988;"2018-12-14T23:59:59.999Z"
"2018-12-13T00:00:00.000Z";"2018-12-13T23:59:59.999Z";"2018-12-13T00:09:10.000Z";"2018-12-13T08:45:07.000Z";"2781";102.43242086;102.43242086;88.5823645486;90.302278335;74837339.84;1581083402.13337;"2018-12-13T23:59:59.999Z"
"2018-12-12T00:00:00.000Z";"2018-12-12T23:59:59.999Z";"2018-12-12T23:09:13.000Z";"2018-12-12T23:54:09.000Z";"2781";101.713152909;105.801470278;99.4294710636;102.59216028;59280513.72;1796083514.82597;"2018-12-12T23:59:59.999Z"
"2018-12-11T00:00:00.000Z";"2018-12-11T23:59:59.999Z";"2018-12-11T21:16:08.000Z";"2018-12-11T16:24:13.000Z";"2781";107.052742534;107.052742534;97.5692971084;102.072950015;71529997.49;1786818887.80945;"2018-12-11T23:59:59.999Z"
"2018-12-10T00:00:00.000Z";"2018-12-10T23:59:59.999Z";"2018-12-10T00:33:09.000Z";"2018-12-10T18:09:10.000Z";"2781";109.599856548;110.958116441;103.376065346;107.314189131;73938616.71;1878384640.87337;"2018-12-10T23:59:59.999Z"
"2018-12-09T00:00:00.000Z";"2018-12-09T23:59:59.999Z";"2018-12-09T18:37:10.000Z";"2018-12-09T01:27:12.000Z";"2781";103.727682847;112.177568391;103.003873156;109.617948633;120406818.1;1918499081.36582;"2018-12-09T23:59:59.999Z"
"2018-12-08T00:00:00.000Z";"2018-12-08T23:59:59.999Z";"2018-12-08T15:04:07.000Z";"2018-12-08T15:13:09.000Z";"2781";106.235096426;109.957054816;99.8435651503;104.047598253;112407720.49;1820816061.69278;"2018-12-08T23:59:59.999Z"
"2018-12-07T00:00:00.000Z";"2018-12-07T23:59:59.999Z";"2018-12-07T04:21:05.000Z";"2018-12-07T17:39:10.000Z";"2781";107.489398386;116.57368448;97.6180458224;106.852494953;211041228.42;1869734341.12371;"2018-12-07T23:59:59.999Z"
"2018-12-06T00:00:00.000Z";"2018-12-06T23:59:59.999Z";"2018-12-06T00:45:09.000Z";"2018-12-06T23:56:09.000Z";"2781";130.518673208;131.789273852;107.436087216;107.59273784;123685567.73;1882490957.98067;"2018-12-06T23:59:59.999Z"
"2018-12-05T00:00:00.000Z";"2018-12-05T23:59:59.999Z";"2018-12-05T00:04:16.000Z";"2018-12-05T23:59:10.000Z";"2781";149.853593987;149.853593987;130.541052469;130.541052469;95942781.97;2283779814.15573;"2018-12-05T23:59:59.999Z"
"2018-12-04T00:00:00.000Z";"2018-12-04T23:59:59.999Z";"2018-12-04T02:04:11.000Z";"2018-12-04T21:05:12.000Z";"2781";159.641192572;160.333537795;149.049762416;149.658973213;73451485.93;2617978806.20351;"2018-12-04T23:59:59.999Z"
"2018-12-03T00:00:00.000Z";"2018-12-03T23:59:59.999Z";"2018-12-03T00:07:12.000Z";"2018-12-03T21:58:10.000Z";"2781";172.31531934;172.6138087;153.683180336;159.818255928;69403051.37;2795421069.00063;"2018-12-03T23:59:59.999Z"
"2018-12-02T00:00:00.000Z";"2018-12-02T23:59:59.999Z";"2018-12-02T07:52:08.000Z";"2018-12-02T13:47:10.000Z";"2781";171.936185745;180.255356811;171.647392545;172.11340802;71004464.49;3010194660.90659;"2018-12-02T23:59:59.999Z"
"2018-12-01T00:00:00.000Z";"2018-12-01T23:59:59.999Z";"2018-12-01T17:16:11.000Z";"2018-12-01T06:56:08.000Z";"2781";172.517676969;177.825271924;167.844236678;172.123306545;68660039.48;3010070869.44564;"2018-12-01T23:59:59.999Z"
"2018-11-30T00:00:00.000Z";"2018-11-30T23:59:59.999Z";"2018-11-30T01:43:10.000Z";"2018-11-30T12:50:12.000Z";"2781";181.093291819;187.503939642;168.084749896;173.066890871;97441740;3026267123.79553;"2018-11-30T23:59:59.999Z"
"2018-11-29T00:00:00.000Z";"2018-11-29T23:59:59.999Z";"2018-11-29T09:27:10.000Z";"2018-11-29T21:32:13.000Z";"2781";190.1019744873;191.1499481201;176.832861463;180.983424711;89166900.78;3164359443.5033;"2018-11-29T23:59:59.999Z"
"2018-11-28T00:00:00.000Z";"2018-11-28T23:59:59.999Z";"2018-11-28T20:46:09.000Z";"2018-11-28T02:03:09.000Z";"2781";179.136;198.55;176.356;190.072;127871000;3322936115.9;"2018-11-28T23:59:59.999Z"
"2018-11-27T00:00:00.000Z";"2018-11-27T23:59:59.999Z";"2018-11-27T02:46:09.000Z";"2018-11-27T10:21:10.000Z";"2781";182.002;192.994;171.218;179.063;136514000;3130144345.8125;"2018-11-27T23:59:59.999Z"
"2018-11-26T00:00:00.000Z";"2018-11-26T23:59:59.999Z";"2018-11-26T10:25:10.000Z";"2018-11-26T16:43:10.000Z";"2781";184.829;215.769;170.622;182.043;283429000;3181915943.775;"2018-11-26T23:59:59.999Z"
"2018-11-25T00:00:00.000Z";"2018-11-25T23:59:59.999Z";"2018-11-25T01:23:08.000Z";"2018-11-25T10:27:08.000Z";"2781";181.127;189.251;154.28;184.584;164581000;3226002255.6;"2018-11-25T23:59:59.999Z"
"2018-11-24T00:00:00.000Z";"2018-11-24T23:59:59.999Z";"2018-11-24T01:45:10.000Z";"2018-11-24T22:35:09.000Z";"2781";207.663;217.039;177.225;180.689;97740700;3157626102.275;"2018-11-24T23:59:59.999Z"
"2018-11-23T00:00:00.000Z";"2018-11-23T23:59:59.999Z";"2018-11-23T14:05:08.000Z";"2018-11-23T05:24:03.000Z";"2781";210.418;212.456;196.52;207.426;103947000;3624574888.125;"2018-11-23T23:59:59.999Z"
"2018-11-22T00:00:00.000Z";"2018-11-22T23:59:59.999Z";"2018-11-22T02:11:05.000Z";"2018-11-22T23:59:04.000Z";"2781";236.208;238.998;211.468;211.468;59981900;3694885203.4;"2018-11-22T23:59:59.999Z"
"2018-11-21T00:00:00.000Z";"2018-11-21T23:59:59.999Z";"2018-11-21T09:36:06.000Z";"2018-11-21T01:24:07.000Z";"2781";226.383;246.673;221.192;235.951;80873000;4122235034.475;"2018-11-21T23:59:59.999Z"
"2018-11-20T00:00:00.000Z";"2018-11-20T23:59:59.999Z";"2018-11-20T00:11:09.000Z";"2018-11-20T08:55:01.000Z";"2781";336.314;336.5;199.086;223.702;142641000;3907841849.175;"2018-11-20T23:59:59.999Z"
"2018-11-19T00:00:00.000Z";"2018-11-19T23:59:59.999Z";"2018-11-19T00:53:05.000Z";"2018-11-19T22:08:05.000Z";"2781";383.629;415.149;336.955;336.955;107950000;5885744614.75;"2018-11-19T23:59:59.999Z"
